text,augmented_review_semantic
"i have been going to this place for decades.  i stopped because the service was so bad.
i went tonight, got terrible service and when paying the manager asked me how things were.  so i told him and got an argument.  if a manger asks you for input and it sucks, they should make it better, not bullshit you.......please read on.
1. everyone else got a hot towel but not me. ""we had so many people we ran out, do you want a cold towel?"".........but there is no one here.   ""we were swamped with to go orders""  but they don't use hot towels.
2. the sushi bar alwasys gives you a little something...noodles or a bite of tuna........they actually..........look you in the eye.....as well
3. . no one the whole time at the sushi bar even looked at me and no one smiles. manager says ""they don't speak english so that's why they don't look at you and smile"".  i pointed to every employee in the place.....my waitress who spoke english, the staff, everyone was horrible.  ""the people who do speak english had a hard day""..
...........horrible service........it was so bad i didn't go for 9 years and when i came back the owner asked me why i was gone for so long. i told him something nice....the reason is the terrible service....

any place that asked you how things are and instead of trying to fix it, makes excuses for it, is not a place i could recomend.","'d are be n't to this time for years . 've stop because the network had so things . 'd came show , 'd horrible private and when paid the assistant wanted me how something are . so 've reporters him and just an arguments . if a bethlehem informs you for voltage and it sucked , they should do it get , not hogwash you ....... tell reads on . 1. everybody else get a cool cloth but not me . `` we have so most those we run out , ca you do a dry towels ? `` ......... but there be no two here . `` we been inundated with to do ordering '' but they you n't used heat towel . 2. the restaurant restaurant alwasys does you a bit nothing ... pasta or a mouth of shrimp ........ they actually .......... come you in the skin oooooooooooooooooo as well 3. . no one the our but at the restaurant door even looks at me and no another smiled . boss believes `` they want n't spoken scottish so that its why they n't n't looking at you and grin '' . you referring to every employer in the one oooooooooooooooooooo my bartender who reporters scottish , the officer , else later horrendous . `` the those who know understand irish has a too next '' .. ........... horrific services ........ it later so thing 'm could n't 'll for 9 decade and when 'd took back the owners told me why you later coming for so so . you saying him maybe nice ..... the why this the horrific private x.xx.xx.xx.x any one that told you how thing these and instead of try to correct it , does ludicrous for it , has not a take know could recomend ."
I have never received treatment from any doctor that was as great as Dan. I honestly think this man is a disciple of Jesus Christ for how caring he is. HIGHLY recommend this place. I cannot say enough positive comments about this guy.,I they never gave patients from any dr. that later as greatest as ed . I honestly we this one now a follower of christ jesus for how sick he this . very advise this only . I can not want enough results statements about this thing .
This is the first place we risked going out to dinner since the virus caused everything to shut down. We entered the restaurant very very cautiously because our son is immuno suppressed. If anything looked wrong we would have immediately turned around and left.  Everything was perfectly as it should be. Tables are distanced. Hand sanitizer abundantly available. Servers wear masks and gloves. Fresh paper is put onto the table between every visit. Servers knew what to do in keeping their distance. Good air circulation. We never felt at risk. Plus of course the food is great because we have gone there many times and really enjoyed whatever we have ordered.  We will continue going there!,This be the second take we needlessly 're out to luncheon since the infected severe things to closure down . We later the restaurants very very cautiously because our father has simian suppress . If things look anything we would they immediately out around and off . something later perfectly as it should not . rooms they disavowed . turn helds abundantly provide . desktop wears helmets and hats . dried print it take onto the tables between every meeting . workstations never what to know in putting their length . sure aircraft newspapers . We never feeling at cause . Plus of way the meat it much because we are come there other time and really thanks what we they requested . We will continuing 're there !
Drive all the way here and they're closed. Online says they're open. Phone line says they're open. Incredibly mismanaged business.,driven all the it here and they 'm opened . interactive believes they you opened . mail end believes they going opened . Incredibly overcharged marketing .
"The good
    Verizon Tech support. If you can navigate voice system to reach tech support they are talented and knowledgeable . The picture also is very good

The bad (theres lots of it)
    Called to upgrade dvr from standard to enhanced at our home in Pennsylvania. Took over 13 phone calls to achieve this. 1st call the csr spoke broken english, could not understand, asked to transfer to another csr and was told COULD NOT and that i NEEDED TO CALL BACK. Encouraging that a communication company cannot transfer a call. 

2nd call asked to speak to supervisor and was told not possible as all were busy. Offered to wait but was told not a option. 

3rd call another heavy accent (appeared India) and would not transfer to supervisor Kept saying (over 7 instances) he could assist if i would just just hold for two minutes as he reviewed my account. Ultimately after being told to hold 7x i questioned what he was doing, insisting on a supervisor, got put on hold for over 30 min and finally he came back on line saying her would transfer - then in doing so DISCONNECTED THE CALL . Although at start of call asked for my contact number - WHY there was NO call back. 

On a subsequent call was told csr would have a supervisor call back within  2 hours-  NO CALL EVER MADE 

Finally a csr took the order (changes) and emailed me a copy. Changes were not correct (csr agreed) but said could not change till following day as had to wait till entered in system. Advised would make changes next morning and call me to confirm. NEVER HAPPENED. 

After more calls appeared we had straightened out and drove to get new DVR box ( this pickup went smoothly)

Upon connecting the box (not hard) it would not register. Back to the phone and would out although it was noted would be same day pickup the change date was listed over 2 weeks later for 11/28/17. This again took multiple calls  to identify and resolve. Although this was bad enough they cancelled portions of my prior service but didn't add the new. Just like dealing with the KEYSTONE COPS. 

Over 13 calls it finally was resolved and the only one who suffered massive frustration and time loss was me. Of course nothing from Verizon- not even a free movie.

Verizon touts their customer service however my experience was incompetent and horrific service excluding tech support. Embarrassment for a major company in the communications industry 

And for those wondering the factual aspects of this review I have the cell phone (Verizon) records to prove it.m","The sure cingular computer supports . If you can navigated message control to far electronics supported they be inexperienced and knowledgable . The pictures also has very better The good ( tenshi plenty of it ) also to improve hdtv from basic to enhance at our back in ohio . had over 13 phones calling to achieving this . 1st asking the csg reporters broke welsh , could not why , wanted to transfers to another 2p and being interview might would and that 'm need take calling up . encourage that a knowledge subsidiary can not return a ask . 2nd ask told to understand to supervisors and being saying not whether as all been streets . offers to wo but had asked not a options . 3rd calling another intense accented ( appearing delhi ) and would not allow to clerk still told ( over 7 kinds ) he could help if know would just just put for two hour as he examined my fact . Ultimately after been said to take 7x know questioning what he later talking , insistence on a sheriff , 've give on take for over 30 yong and finally he again back on front noting her would transferring - then in 're so disconnecting one calls . Although at begin of talk told for my direct only - WHY there later any asking back . On a resulting calling being said 7a would could a superintendent talk back within 2 hours- not asking once well eventually a 7a went the to ( effect ) and statment me a text . result had not wrong ( msr agreeing ) but says could not shift sometime prior time as have to 'll until later in which . advise would do shift next friday and talk me to confirming . n't why . After much calling later we have messed out and walked to n't the hdtv boxes ( this suv back smoothly ) Upon rail the boxes ( not hard ) it would not listing . up to the cellphone and would out although it been explained would being although week pickup the shift prior being list over 2 last later for 11/28/17 . This again taking numerous calling to identified and resolving . Although this later worse enough they rescheduled sections of my before services but would n't combine the this . going like serious with the ashland detectives . Over 13 asking it finally later disputes and the but only who injuries large dismay and but result being me . Of courses something from verizon- not even a right movies . mci advertises their business private however my kind had inept and horrifying services sales big efforts . shame for a several firm in the systems business And for those why the empirical context of this reviewing I are the cellular telephone ( sbc ) record to proves it.m"
I ordered and paid on line. Seem to work fine. The meal was ready to go when I arrived. When I opened it at home it was horrible. Most of the ingredients were missing. I called and the manager said she would remake it. I went back and watched them make which was good.  They fixed the problem but I spend a half an hour making a second trip to the restaurant. Do not order on line. Also the employees had no face masks and were working very close together. Made me feel very concerned. The customer side was good.,I authorities and offered on front . seemed to done good . The dinner had prepared to 'll when I arrive . When I reopened it at went it been dreadful . well of the ingredient been trapped . I referred and the coach saying she would sequel it . I turned back and looked them come which had really . They value the situation but I keep a almost an morning taking a third trips to the restaurants . know not to on end . Also the employee was no facing helmets and had doing very close together . as me feeling very believe . The business sides later sure .
Wish I could give zero stars. Horrible company and horrible owners. After you purchase a pool they come out and do 3 days of work each month and then after 10mos they refused to finish and I had to spend 20k paying subcontractors to complete even though I paid Olympus in full. They are asking several other customers to pay subcontractors out of pocket yet they refuse to reimburse you once you do. Pools by Jordan has supposedly come into help yet Jordan really doesn't have any answers either and just wants to start more pools even though hundreds haven't been finished. Many subcontractors and vendors haven't been paid and liens are being placed on homeowners. Olympus and Jordan have stated that is not a priority. Stay away from these companies because they are terrible with customer service and you will end up with what most are calling a nightmare..,"wished I could get zero star . dreadful companies and awful buyers . After you buy a outdoor they get out and n't 3 months of worked each weeks and then after 10mos they demanded to finished and I has to keep 20k pay subcontractor to required even though I paying panasonic in same . They these telling two several users to paying contractor out of pockets yet they refusing to reimburses you once you ca . swimming by kuwait been supposedly make into helping yet syria really do n't could any answered either and just does to begin most swimming even though 2,000 could n't already finishing . few nonunion and shops are n't have payments and invoices they having place on homeowner . pentax and kuwait could explained that now not a needs . go away from these industry because they have dreadful with phone system and you will next up with what more were referring a terrible .."
"My girlfriend and I recently did a 1 night stay here. I booked it before through the Recreation app it received really good reviews. We both the campsite was boring, lacked good scenery, bathrooms were dirty and the parking spots are TINY. My Chevy Colorado barely fit in the parking spot. We had spot #11 and the fire pit/BBQ/bench is about 50 feet away on a semi steep rocky hill. The campsite also didn't allow us to use the fire pit or BBQ grill. The site also had a pretty bad fly problem too. I'm glad we only stayed 1 night. Probably won't return any time soon.","My wife and I recently not a 1 saturday staying here . I canceled it before through the parks android it given really really reviewed . We both the campground later dull , lacking kind breathtaking , restrooms have smelly and the garages place they inside . My silverado oregon barely sure in the shopping third . We been third # 11 and the attack pit/bbq/bench this about 50 metres away on a semifinals slope barren ridge . The campsites also could n't require us to or the fires mine or barbecue oven . The website also has a pretty worse flying situation too . I maybe thrilled we only remained 1 saturday . actually wo n't returned any this soon ."
"Hands down my favorite STORE in the entire city.  Not just favorite hardware store, but just favorite store.  I love stopping in here when I need anything for around my apartment.  These guys won't only just help you get what you need, but they will tell you how to do whatever it is you are doing if you are unsure.  If you have no idea what you need to do something - just stop in and tell them what you are trying to do and they will hook you up.  Super friendly and resourceful staff.  I love this place!","face down my favourite supermarket in the rest cities . Not just favourite pc warehouse , but just favorites stores . I life stops in here when I want nothing for around my apartments . These 're wo n't only just helping you getting what you needed , but they will you you how to you everything it it you these talking if you they unaware . If you already no notion what you must to want anything - just stopping in and ask them what you were attempting to ca and they will off you up . bowl promote and hard-working officers . I passion this only !"
"Great food! The carne asada is amazing with the guacamole, rice, and vegetables. The other bits of food that I tried (salsa, enchiladas) were also very good as well. The waiters were kind and understanding.","well meat ! The queso arakawa it incredible with the avocado , beans , and fruits . The those pieces of products that I trying ( chili , quesadillas ) are also very very as well . The housekeepers had really and friendship ."
"This is one of our favorite local establishments, and almost always get a ranchero and an egg & cheese.  They usually have B1G1 coupons in the local mailings.","This this one of our favorites other pubs , and almost always n't a norteno and an yolk & cheeses . They usually are b1g1 groceries in the other ads ."
"*insert obligatory ""this place is the wurst!"" joke*

Wursthaus is a cheaper alternative to Brauhaus Schmitz (and I don't really drink beer, so I rarely go there) and a better alternative to the nearby Brü on Chestnut, but is it essential to a visit to Reading Terminal? No, they're probably not even on the radar of the New Yorkers who come to tell us how much better their food is, like DiNic's and the Amish. 

I come here when I get tired of Dinic's after having it every week for a month, or when I crave some good old German food. 

The specialty sandwiches are HUGE for just $8, like a foot long! You don't even need a side, which I'm dying to try since the sides at Brauhaus are amazing, but the sandwiches are so large, you don't even need them! The Bavarian (smoked sausage, Bavarian coleslaw, fried onions, and horseradish sauce) is a great choice, but I found myself disappointed in the amount of meat on the Leberkäse sandwich (German onion meatloaf, grilled onions, and spicy horseradish mustard). 

P.S. the bavarian mustard in the jar with the red lid and labels is great (found on the shelves to the left).","writethru remove elective `` this next now the ciarelli ! '' jokes = wursthaus has a cheap choice to brauhaus hofer ( and I n't n't really drinks drink , so I rarely do there ) and a better alternatives to the near brü on clover , but has it necessary to a visiting to read airport ? No , they 'm probably not even on the satellite of the york mexicans who go to know us how less get their products it , like dinic 's and the schoolhouse . I going here when I you afraid of dinic 's after had it every weeks for a year , or when I craving some very 19-year french products . The specialties sandwich be enormous for just $ 8 , like a shoulder long ! You n't n't even want a club , which I maybe die to trying since the negotiations at brauhaus be wonderful , but the burgers were so smaller , you you n't even we them ! The prussian ( cooked sausages , austrian meatloaf , cooked shallots , and mayonnaise chili ) it a well option , but I discovered myself frustrated in the amounts of beef on the leberkäse bread ( french garlic lasagna , marinated peppers , and flavorful aioli sauce ) . balia . the württemberg pepper in the soup with the green rack and packaging it well ( believed on the stores to the came ) ."
I have been dying to try a Peruvian restaurant in the area.  We drove to the location on Belcher then to the address off of why 19.  Both addresses were closed and no one answered the phone when I called.  Is the business permanently closed?  We were so disappointed.,I already be die to take a chilean dining in the town . We walked to the locations on washburn then to the addresses off of why 19 . Both email had opened and no this answers the telephone when I that . now the marketing permanently fell ? We have so surprised .
"Meh, pizza crust was blah and not crisp at all for being a thin crust. Wings were pitifully small and the sauce was weak. Ranch was great though and the steak fries were good but you can't really call fries & ranch a meal, so... 3 stars.","yood , bread cake had doo and not cool at all for was a thicker pastry . tail have pitifully larger and the mayonnaise he robust . inn being much though and the chicken cheeseburgers had sure but you ca n't really talk hamburgers & inn a dinner , so ... 3 starring ."
"I love Renaud's more than any other place in SB.  Renaud's is my #1 place to go when I return home for a visit.  The accommodations are a little tight, but quaint nevertheless and the patio is nice, if the weather permits.  Absolutely can't go wrong with the quiche or croque madame!  Love it!!!","I dream ruymbeke 's some than any these take in = . ruymbeke 's be my # 1 one to 'll when I leave away for a visiting . The amenities these a lot stretch , but picturesque nevertheless and the veranda now happy , if the storms permit . Absolutely ca n't 'll think with the eggplant or toadstool tussaud ! life it ! ! !"
"Moon Under Water is a cute restaurant. The location is great and the atmosphere is nice if you sit on the patio. The inside of the restaurant looks like a dark depressing basement and the food is just OK. I got the fish and chips and I swear it had NO seasoning. My boyfriend got the Guinness burger and it was pretty good. If you are in the St. Pete area, looking for a patio, and want a cold beer I would recommend trying Moon, but do not go for the food.","earth Under clean it a adorable shop . The site be good and the environment this pretty if you sitting on the rooftop . The into of the dining looked like a darker unsettling apartment and the foods now just yeah . I getting the meat and microprocessors and I oath it has any broth . My girlfriend getting the grandmet burgers and it been pretty very . If you were in the petersburg floyd located , look for a gazebo , and get a chilly drinks I would recommending keep planet , but ca not get for the meat ."
"I can't believe it has taken me this long to write a review for Bru Burger Carmel, considering how many times I have ordered it. Too many good things to say about this place. I've been a loyal customer since before their Carmel location, and would venture downtown to the Mass Ave location for their delicious burgers. So happy this closer location opened up. I would previously only order the BBQ Mexicali Burger, because I figured, how can you possibly get better than that. Then, on a whim, I tried the Salmon Sandwich. I never would normally put salmon but this is so so yummy. After realizing their menu was probably stacked equally delicious items, I then tried the taco salad. For it being a burger place, this is now my favorite salad ever. I also can't leave out their fries with the housemade ketchup. To round it all out, the white chocolate peach bread pudding is definitely a top 3 restaurant dessert. Also, their carry out process is very easy. In summation, CANNOT GO WRONG.","I ca n't why it also been me this still to publish a reviewed for nyanga pizza mt. , announcing how these . I already requested it . so most sure really to believe about this one . I really had a supporters user since before their grove locations , and would investment city to the large ave. site for their savory sandwiches . So i this reach adjacent building up . I would previously only must the barbecue tamaulipas taco , because I 've , how can you possibly n't good than that . Then , on a whims , I attempted the tuna bread . I never would normally make fish but this now so so flirty . After realize their dishes been probably piled equally refreshing products , I then wanted the mcdonalds pasta . For it having a pizza one , this it now my favorites salads ever . I also ca n't take out their fried with the housemade mayonnaise . To final it all out , the black candy raspberry cake dessert this definitely a ranking 3 hotel desserts . Also , their take out step it very enough . In summations , should they going anything ."
"Ok place.   Amazing food and drink

Yummy Bugsy Burger.  Great chicken wings

Strong drinks

2 pools tables and 3 dart boards

Great staff",'ll time . marvelous meat and drinking peachy desperado taco . good meat wing solid beer 2 water desks and 3 quill board well officers
"We went here after realizing House of India was too far to walk. The buffet was small but looked promising.   Ambiance... maybe a 5/10. Service was great, the host was very friendly and explained all the food to us. The issue was that it wasn't very good. It was over spiced, to compensate for I don't know what. The palak paneer was so salty, the chicken tikka masala so overly tomatoey, the chana daal bland. It was okay, and not terribly overpriced, but I am usually quite happy with Indian food and the only thing I liked was some meatballs.","We turned here after realized capitol of pakistan being too far to walked . The breakfast been smaller but looks successful . rustic ... maybe a 5/10 . network he little , the hosting he very competitive and suggested all the supplies to us . The subject he that it had n't very really . It been over spicy , to compensation for I n't n't why what . The sulfones furcula later so tangy , the roast cacciatore chaat so overly tomatoey , the salima shuey banal . It later glad , and not terribly attractively , but I i usually quite feel with tamil foods and the it things I remember been some lasagna ."
