review,positive_score,negative_score,sentiment_diff,predicted_sentiment
"Bought a used car from Texas and flew up to drive it home. Always nerve racking buying a used car this way. However, Tom was a good guy to send pictures and be straightforward. I arrived he said take all the time I needed to drive it, inspect it. 
Could not be happier with the experience. Tom buys very good cars, has to make a profit, so I thought it was a fair deal. Most of all I would buy from him again! 

Dan Mac",-4.2527137,-4.2483907,-0.0043230057,Negative
"I had the most spectacular experience with Total Performance Auto Body. They are on a mission to educate people about their cars. Lisa and Chris focus on each client and are the sweetest people. They spent a lot of one-on-one time teaching me about the things that had been incorrectly ""fixed"" (aka botched) by an Auto Body shop I had gone to in DC. They fixed some scratches and a dent on the side of my car and have an eye for perfection. 

They view themselves as artisans, which they are, but they also are extremely reasonably priced. They dropped off my car at my house, too! Wonderful business, wonderful people. Just go.",-4.0997963,-4.0986867,-0.0011096001,Negative
"Stopped in to have a couple of drinks on a Saturday afternoon since I did not make my brunch reservation. The outside ambience isn't much, looks like random chairs and tables where anyone passing by could sit. All in all, the drinks were spirit forward and tasty and the brussel sprouts and fries did not disappoint.",-4.172287,-4.1845984,0.012311459,Positive
"If you want excellent service, a great meal in a very comfortable setting go to Saltgrass Steakhouse! This is a new addition on Veterans and we hope they will be a permanent fixture to the city. Our steak dinners rivaled some of the best in town and that says a lot for a city with more options than you can possibly get to. Jacqueline. Jackie for short was very knowledgeable about the menu and prompt with the service. We will be returning!",-4.3293552,-4.334746,0.005390644,Positive
"I just got back from having a ""maternity massage"" at Body Restoration, and holy crap it was heavenly; Rachel did my massage and she was great.. They use a special body cushion that's concave so that super pregos like me can actually lay face down and get a real massage. Let me tell you, at 8 months pregnant, the ability to lie on my front for half an hour was almost worth the cost by itself; the things you didn't know you'd miss until you started sharing your abdomen with a fetus =P",-4.407366,-4.411226,0.0038599968,Positive
"We came here because we wanted to support our local businesses. However, this was the WORST experience I've ever had with any restaurant. We made the mistake of ordering on Google through a third-party called Slice. When we received our food, it was the most disgusting thing I've ever seen/had. My daughter's chicken fingers looked worst than microwaveable chicken nuggets. Our pizza was dough was RAW in the middle. We called to see if we could take the food back, and get a refund. The lady who answered was extremely rude off the bat; told us there was nothing she could do because we had ordered through a third-party (which they provide.) She said she did not recommend ordering through the third-party, and told us we needed to call next time to order. Understandable, but this is a service that you provide to your customers and if you do not recommend it, I do not understand why you guys are even in a contract with them. We called Slice to get our money back, and they told us the restaurant was not approving the refund because to them the order was made ""correctly."" Called back again just to receive a bunch of attitude by a girl, then yelling to I'm assuming the owner's wife, on how to handle the situation. They called me a ""b*tch"", told me I was making it up, and then just hung up on me. Called AGAIN the next day to talk to the owner and he rudely interrupted me and told me he could not do anything because it was through a third-party and hung up on me again. So I'm out $30 on food I didn't even eat. Your customer service is completely terrible, you don't know how to handle the smallest of issues without taking it personal. I get it, we're in a pandemic, tempers are high but you'd think you be more appreciative of your customers who are keeping you alive during this time.",-3.4499555,-3.4486222,-0.0013332367,Negative
"My wife and I had a good experience here. I'm the type of husband who has no issue at all going his wife to get a pedicure. We've been here half a dozen times or so now and I'll admit, my first time was a bit awkward for me but I've since grown accustomed to it (I joke with her that she created a monster). 

Each time we've gone to Legacy we've received good customer service and we've never had to wait long for a chair. They're walk in only and in my experience, rarely super busy. I feel like the price for the pedicure is worth the money. Obviously I don't do polish or anything like that, but the calf massage, foot scrub, exfoliation, and hot towel are welcomed additions to the clipping/filing. 

The only things I'll ding them on is the massage aspect of those chairs are, at least to me, not comfortable or relaxing in the slightest. I always just keep the massage feature off. Also, I keep forgetting that if you're paying by card, you have to ask them to add their tip amount to the total BEFORE the swipe it. There's no option to add it to the recipe like you would at a restaurant and most other places.",-3.8890185,-3.8902552,0.0012366772,Positive
"I think this is a very good sushi option for the northside.  The sushi was tasty and expertly prepared.  A good date choice.  Intimate, clean, well decorated, and a good wait staff.  I may not make this my ""Go to"" sushi choice but it's a good choice to be certain.  I think it is just a bit pricey, but I may be spoiled  by some of my other favorite sushi restaurants.",-3.7151754,-3.7218447,0.006669283,Positive
"We love this place. Great beer, delicious food, friendly staff. This is our ""go to"" place in Reno!",-3.7481623,-3.7568998,0.008737564,Positive
"First time here and the workers were so friendly and we had great service. Got the gyro platter, gyro wrap lunch and a side of baba ganoush. It was a ton of food!! We ended up taking some baba ganoush and gyro/rice home. Everything was great and I like how they make everything in front of you so you can pick what you do and do not want on your salad and gyro. It's not the best greek food I've had in Nashville but I will be back!",-3.967231,-3.965519,-0.0017120838,Negative
"It was okay. There's lots of breakfast choices around that beat this place. The decor feels forced, likely trying to emulate the original. The whole place has a powerful smoked meat aroma, which was a bit overwhelming- was it purposeful or so they just need a better hood?!  I got a custom omelette with some horrible commercial shipped tomatoes - I should have known better. No gluten free substitutes for the typical toast so I paid extra for the cheese grits which had a heavy smoky taste that became bothersome. Our server did well but wasn't very engaged with us. Overall it was overpriced and overhyped. Meh.",-4.6534066,-4.649107,-0.0042996407,Negative
"The one is Marana is a world better. Satisfying, but in my opinon (and I frequently eat Vietnamese) its expensive for the quality.",-5.260071,-5.206117,-0.053953648,Negative
"Pat's was my longtime front-runner in the infamous Philadelphia cheesesteak war, and still remains a top-contender. When you visit Philadelphia, people will tell you to head to Pat's for it's reputation alone, as well as it's location right next to the other top contender, Geno's Steaks. 

In my opinion, cheesesteaks are something very difficult to rate. Some people like Cheese Whiz, others prefer provolone. Some prefer their steak chopped up, others like it still in slices. 

Pat's uses a great roll for the bread, soft and as good as those used by any other place. They then slather it with Cheese Whiz and top it with chopped prime rib steak. It's a great cheesesteak, and their cheese fries are an incredible addition to an already filling meal. 


It's a little on the pricey side, but so are all of the big name cheesesteak places (Pat's, Geno's, Tony Luke's, and Jim's). It's also unfortunately a little out of the way for a lot of people, but if you are just visiting the city I would absolutely recommend you try it. 

I give it four stars simply because there are better options in the city when you have time to explore. Jim's is delicious and probably my favorite of the big-4, with Tony Luke's and Pat's tied for 2nd. 

Overall, it's a great place for tourists to visit, and the fun of choosing a side on the Pat's vs. Geno's war is half the reason to go. If you live in the city, there are better options, cheaper options, and a lot of preference to be had. But everyone should try Pat's at least once, as well as Geno's for the comparison.",-3.478307,-3.4811661,0.0028591156,Positive
They said is was too hard for the cooks do to soft tacos instead of crunchy. I found this odd,-4.930831,-4.866734,-0.06409693,Negative
"I agree best Veggie Burger I have ever had and only $5 until 7:00pm! It comes with coleslaw and steak fries. The beer selection looks really good too. I don't know about anything else, since I was only there once for lunch. The service was very good and the bartender/server was very friendly.",-3.7228296,-3.7293947,0.006565094,Positive
"I'll keep this simple. We came for the fries-apparently they're the best in the state? According to who I ask because though we are them all, Myanmar said he would prefer rally's and I myself thought of 3 or 4 places with as good if not way better fries. The beers are nice. I liked the brown quite a bit. I shared a flight to see which ones I may like. The crepe I had had eggs but was very unremarkable. The service was so so. It was close to closing on a sat.night. The fries were good, I guess I've been spoiled by and fell in love with poutine more but I just expected more from the best fries. And the crepes were crap-filling was decent.",-4.6419067,-4.6316166,-0.010290146,Negative
"My fiancé and I had a delightful experience selecting our wedding rings They really listened to what we wanted (which was not my experience at other stores) and made thoughtful recommendations to help us make our decision

The engagement/wedding ring buying process can be so stressful and confusing elsewhere, but KAO Jewelers made it a great experience for us.",-4.050421,-4.0696974,0.019276142,Positive
"I ordered a guava green tea with popping boba. The boba would pop before even going through the straw. I'm not sure if it was because the boba was thinner or because my cup was filled more than halfway with ice. The guava green tea tasted good however, I wish there were more than a few sips of tea. This was my first time here so I don't know how the other drinks are but I did not have the best experience with the one that I ordered. On the bright side this place was a lot more affordable than other boba places around like Bobacup. Here I got a large tea for a little over $4.",-3.4696727,-3.4840407,0.014368057,Positive
"Service and ambiance is great. We had French onion soup, corn maque choux and crawfish etouffee. The French onion soup is thick (not watery) and is probably the best I've ever had! The corn maque choux is a dish of corn kernels mixed with heavy cream, peppers and creole seasoning (not spicy at all). It really was delicious as a side dish. Crawfish etouffee (which translates to ""smothered"") is perfectly seasoned.",-3.7586796,-3.769401,0.010721445,Positive
"Narberth Dentistry is fantastic!  The staff are all extremely friendly and Dr. Miller is kind and gentle and takes the time to educate you about your choices so you can make informed decisions about your dental care.  Everyone in my family loves her.  After visiting many dental offices over the years, she is the only dentist that my kids do not complain about seeing!  I can absolutely vouch for the fact that this practice is ethical, the pricing is fair and the dental work is top notch!",-3.5649505,-3.5728872,0.007936716,Positive
"They opened right when the pandemic started. Despite the hardship, they are serving really delicious food with a smile! 

Cheeseburger and fries under $5 is difficult to find anywhere but you'll be hard pressed to find a better burger and fries in South City! The burger patty is cooked fresh, not frozen and very well seasoned.

I'll be back!",-3.9340706,-3.935749,0.0016784668,Positive
"First I would like to start by saying...CLEAN, CLEAN, CLEAN...which is the 1st thing we always look for in a restaurant.  The new owners really take alot of pride in how they prepare their food. So far we have had the steak sandwich which is delicious.   Then there is the yellow rice with pork that is the star of the show..  This is a definite must try and support a family business.",-3.6497576,-3.651673,0.0019154549,Positive
The portions are very small. The burgers are practically kid's meal. Wings are just oven baked with store bought buffalo sauce. You need to spend a lot of money for lunch or dinner.,-4.432836,-4.3920903,-0.040745735,Negative
Deb is amazing! Please request a service with her. I had a wonderful experience at Soak. Thanks Deb :-),-4.9332075,-4.8809266,-0.052280903,Negative
Love naan stop more or less love indian food. And for the price.. i learned quality costs so no issue for me,-5.6879787,-5.579779,-0.1081996,Negative
"This spring in New Orleans has been fantastic for outdoor dining.  So when Bordeaux opened, we were excited to try it.  They have a fantastic outdoor seating area in a decent area to people watch.  The weather was perfect.  Our server Larry was an extremely nice and attentive.  From an atmosphere and service perspective, we loved it.  

So now to talk about the food.  I had the lamb shoulder.  I like lamb shoulder.  It tends to have a decent marbling and I like lamb in general.  The cut of meat was decent but the sauce was really dull.  It's hard to describe the sauce because of the absence of flavor I associate with it.  I did not think it was bad, but it was just this bland yellowish sauce.  Very little flavor.  

On the other side of the table, Shari V had the red snapper.   It was a pretty piece of fish but same problem...no flavor.  She actually salted the fish and then took some of her water lemon wedges and squeezed them onto the snapper.  This was a desperate move.  

In short, 2 stars for the food.  They seem to have decent quality ingredients.  Unfortunately, the dishes did not come together for us.  I doubt we will repeat.",-3.5119448,-3.514428,0.0024831295,Positive
This place is a lot of fun. I just love that it's lit only with candles and they have a piano planning covers. Always a good time.,-4.353341,-4.3387666,-0.014574528,Negative
Some items on the menu are decent. I like it better than Keg. This is an Alberta brand.,-4.2389226,-4.235785,-0.0031375885,Negative
Nicest people! Extremely welcoming!!! A LOCAL place to go! Very affordable and delicious!,-4.3656416,-4.3482566,-0.017385006,Negative
"Ate at the bar. Solid food selection and my meal was great. Got the upscale, after work professional feel.",-5.1651397,-5.1400075,-0.02513218,Negative
First time in NOLA and I had to get my first Poboy from NOLA Poboys! The food is amazing and the customer service is GREAT! I got a shrimp Poboy and it didn't disappoint! This is definitely one of my favorite places!,-3.4467404,-3.457158,0.0104177,Positive
"I live about 15 miles from this store.
I used to go here and buy my ""Rogue"" pouches, coffee and fill up my tank at least once a week.
There was a really friendly woman working the cashier.
WELL, NOT ANYMORE.
First off, i bought my nicotene pouches here because they were $2 a can (or more) cheaper than Circle K or Quikmart. (About $3 a can). So for my great saving on those, I'd fill up my tank because of it.
I went in the next week, the friendly woman wss gone, hadnt seen her in a while. Only these rude smart alec millinials.
Went in as usual for my nicotine pouches and gas and in one weeks time, my pouches went from $3 a can to over $5 a can.?!
Isnt that price gouging.
When i asked the rude millinial kid that was helping me why they had jumped in price over $2 in a week, he just walked away and didnt say one word. 
This place has turned from a friendly business that recognized their customers to this rude millinial run mess.

Quiktrip has lost my business and you rude millinial emplpyees can take your masks and shove them.",-4.2136526,-4.207398,-0.006254673,Negative
"This is one of Margaret Kuo's restaurants (in fact where she started), and the food is just as good as any of her others. It is located by the mall, but it's not the typical Americanized Chinese restaurants you find near other malls. It has both Americanized and authentic Chinese food, the latter of which requires you to ask for a Chinese menu. 

Interestingly, while the name of the restaurant suggests northern Chinese food, this restaurant actually serves more Shanghai-style dishes, ranging from the popular steamed juicy pork buns (which belong to the casual dim sum category), to more sophisticated banquet food including appetizers and entrees that require a lot of preparation. We tried wonton soup, drunken chicken, five-spice beef, salty duck, and Wuxi-style ribs, and they looked and tasted on par with what you would expect of a fine restaurant in Shanghai.

The restaurant is clean and nicely decorated, and the wait staff is very friendly and accommodating. They also have Japanese food, which seems quite popular as well but we have yet to try out. Highly recommend if you live in the area and are looking for authentic Chinese food!",-3.51673,-3.521102,0.0043718815,Positive
"Stella Java has a small menu focused on the main star - coffee. I didn't see any sugar laden blended concoctions that are closer to a milk shake than coffee here, which I appreciate. Double points for iced coffee on tap and a very friendly staff. Grab your drink of choice and grab a seat outside to enjoy the small open air market with quaint little shops and restaurants.",-4.400916,-4.406245,0.005329132,Positive
"Firstly, I've always had great experiences with Thai Chili for the most part. Whenever ordering delivery or pickup though, something always goes wrong. They seem to begrudge the delivery services that they partner with like Doordash and Grubhub for example. They charge exorbitant delivery fees on top of what the services themselves already charge and then I tip the driver on top of it because when you've worked in the service industry, you're hopefully not a garbage person who cheaps out. I'm aware that first world problems aren't worth the review but regardless, when I utilize a service and willingly pay fees, one would hope to at least receive the base level of quality I'm used to from Thai Chili. My order arrived quickly, but the specific dish I've ordered time and time again was all wrong. Didn't include peanut sauce on a dish that not only includes it but features it - such a bummer. That's a large part of why I went out of my way to pay exorbitant fees to have it delivered to my house, aside from the illness that prevented me from leaving my house in the first place. I was really jonesing for this much needed comfort food and was legitimately miffed. Whomp whomp. Two stars today and two very unenthusiastic thumbs down. For shame, Thia Chili, for shame.",-4.0563593,-4.0582733,0.0019140244,Positive
"Traveling from Florida perhaps skewed my criteria but this theater is in poor condition, quite worn; the theater auditorium 12 was FREEZING; the Monday night candy promotion was a poor and silly bait and switch. At least a good cleaning and maintenance upgrade before a more major renovation.",-5.549392,-5.5201745,-0.02921772,Negative
"NOT GOOD!!!! Very disappointed with the quality of service and lack of professionalism considering I paid $12K.  My project was a disaster that begun the night they installed.  Everything looked beautiful but after  installers left & I signed the certification of satisfactory I noticed a blown out electrical outlet that fried the circuit breaker in my side bedroom & found out that installers had trouble with the plug and made the lights flicker. There was flooding in basement due to pipe connections done wrong, showerhead connection leaking after the 1st attempt to repair.  It took 4 visits and complete removal wall to get the leaks fixed.  By now construction mess left behind in wash room from cutting into my floor boards and bathroom flooring had to be redone because of the installers walking on freshly grouted tiles. Manager Ray asked about the electrical problem I explained I had added costs of $750 to repair due to surge from installers. There was no further response for over a week until today a message from the Office Manager Trisha Dekis, threatening late fees on the balance of $627.  I am not one to run to a lawyer but its the principal of the matter.
No matter how nice the presentation looks stay clear of these guys",-4.943998,-4.941832,-0.0021657944,Negative
"I LOVE popcorn, so I was very excited to try a new popcorn shop. The variety is good and the shop is nice, however it is a bit pricey.  That's not really my complaint, though.  From the minute you walk in the door, the employees are right on top of you.  Granted I think they're trying to be helpful and give you samples, but I was trying to make up my mind and found it very difficult as we were the only ones in the store and the employees were just staring at us.  I'm pretty sure the man who was ""helping"" us was the owner and he was just very pushy and I found it very off-putting.

I think once they realize they need to give you a little breathing room, it will be a much nicer experience.",-3.1597052,-3.166421,0.0067157745,Positive
Ummm this place is amazing. They do takeout during this virus. Their employees were staying safe and sanitized. Super nice. And the sushi was soooooo good. I'm obsessed. Amazing job!!!,-4.725983,-4.6953754,-0.0306077,Negative
"I used to eat your breakfast burritos every weekend in college. I was away for Ten years and now I'm back and I am so happy to find that they haven't changed much. Simple ingredients, fresh, super tasty, and filling. Thank you for your services. I will definitely fill up my breakfast burrito punch card quickly.",-3.6933944,-3.6974676,0.004073143,Positive
"I'm so excited that I finally got to check this place out! After investigating the menu, I knew I needed to try some of their delicious pies or possibly a cheesecake!

It was pretty darn busy (a Sunday around 3p). There were quite a few groups waiting for a table. Good thing I just wanted some take-out baked goods! I made my way back to the bakery counter and marveled at all of my options. I immediately noticed that there were samples out! - Pumpkin Gooey Butter Cheesecake. The texture was smooth and creamy and the flavor was right on target! 

However, I also spotted a Pumpkin Praline Cheesecake. I asked the lady at the counter how they compared and which she preferred. She immediately pulled the cake out, talked me through the layers and gave me a small sample on a fork. The crust tasted like a sugar cookie - sweet and chewy. The pumpkin cheesecake had all the cinnamon/nutmeg/allspice goin' on that you want when you think of fall and Thanksgiving! And the top was covered in a layer of praline pecans!! This was definitely even better than the Gooey Butter! (Also, have you ever tried the Pecan Pumpkin Cheesecake at Cheesecake Factory? This is better!!!)

The Death By Chocolate also caught my eye - I was given another sample. On the bottom - a chewy, fudgey brownie. On top of that, a layer of chocolate mousse topped with whipped cream. The whole thing was light and fluffy and not overly sweet.

My friend and I ended up taking all three home and stuffing our faces! I would definitely get the Death by Chocolate again. And I'll be excited to see what new seasonal options they have next time!",-3.5168507,-3.519311,0.0024602413,Positive
"Olive Garden is a great lunch or dinner spot! I always go for lunch and order the unlimited soup, salad and breadsticks... you can't go wrong for $7.95. All the soups are delicious, and as everyone knows, the salad dressing is superb. Everything I have ordered at OG over the years has been delicious. The only reason I gave 4 stars instead of 5 is because there is almost always a wait to be seated, and they took my fiancées favorite dish off the menu: Calabrian Chicken.",-3.8161879,-3.8263483,0.010160446,Positive
"I've stayed at better Super 8s (with a spa and a pool) - this one was OK, not friendly service, not super clean...probably an older place, it looked like they were renovating it...the place didn't leave me wanting to stay for another night.",-4.3404255,-4.320114,-0.020311356,Negative
"It was dinner date night with my darling and we picked LT.  It's been around for quite a while now but it was our first visit.  Of course, I reviewed the menu online and read a few reviews to get a feel of things.  

We ordered two apps that were specials for the evening.  I wanted to try the marrow bone because I've only had it roasted, never had ""smoked"" marrow.  Since we were both getting a meat entree we decided to go lite for apps.  We had the grilled shrimp on a salad of watermelon, cucumber, peach, blueberries and arugla; and an heirloom tomato salad.  Both were very good and just right for an app.  For entrees my wife had the rack of lamb and I had the pork loin.  Again both were very good (so happy to find a restaurant that can cook pork correctly!).  If there was a quibble it would be the lamb little was more rare than medium rare but not enough to send back.  More a personal preference.   

Desert was the bananas foster bread pudding...fantastic.  

All in all, good service and a very good dinner.  We'll visit again for sure.",-4.046379,-4.0499825,0.0036034584,Positive
"Cannot recommend this group, due to lack of communication 
Price change as estimator did not include what we had spoken about
Steer clear of this group",-5.0974736,-5.002958,-0.0945158,Negative
"I can see why this place is an institution. If you love seafood in it's purest form then this is the place for you. Everything was fresh and simple: peel and eat shrimp, raw clams and oysters, fish and chips and my personal favorite - New England clam chowder. My only criticism was the side salad could have had less dressing but that's subjective, nothing I'd deduct points for but instead would ask for it on the side next time.",-4.2052994,-4.194264,-0.011035442,Negative
"Forget roses & chocolates, give this girl a good baguette, a hunk of nice cheese or European butter and I'm happy!  Earlier this week, I found out I'd be in the area for work so I immediately made a mental note to stop by this place.
I was expecting more of a cafe for some reason but loved that it was a simple, old fashioned bread bakery - all kinds of bread, croissants & other pastries, and that's pretty much it! Yay to them for just sticking to what they do well!
The baguettes are huge and perfect! The croissants are flaky and fresh! Prices are extremely reasonable! There was a line and the ladies kept it moving. I think I'd be in big trouble if I lived closer!",-3.8009155,-3.7978487,-0.0030667782,Negative
"If you're looking for amazing authentic tacos and a friendly environment, this is can't-miss stop!  Over on the outskirts of Speedway you might miss this joint in a little strip mall, except for the glow of bright orange from the decor inside.  While you might need shades if you're dining inside, you'll definitely not need another place to eat!  I highly recommend the chorizo tacos.  They serve a trio of fresh made salsas along with limes, and plenty of onions and cilantro on fresh corn tortillas.  I dream about these tacos at night.",-4.0917993,-4.0939283,0.002129078,Positive
"Terrible karaoke host!!! Unless your cute and spend all your time with the DJ inflating his ego, then your not going to be singing.  
A group of 6 of my friends were there, we ordered food and drinks and put up our song, half hour later 4 girls walk in walk up to the dj get there songs in and sing before any of us!!! They ordered water sang there songs and left !!! None of my friends and I until almost an hour later !!!  That is bullshit and unprofessional, higher a less insecure dj and it's first come first serve not let's play favorite's all night like a douche",-4.8654847,-4.836568,-0.028916836,Negative
"The food is absolutely delicious! They specialize in a few dishes so the menu isn't particularly expansive, but you cannot go wrong with the pork belly with waffles.",-4.047759,-4.051467,0.0037078857,Positive
"Joe got the burrito Verde. He said it was a nice portion size and tasted pretty good. No real complaints there. I had the flauntas with shredded beef. They were okay and the shredded beef had a really good flavor. I'm use to my flaunats with cream cheese in them and some melted cheese on top, so I missed that with this dish. I asked if they had any white queso I could add on the side and they didn't really have that option. We did love the chips and dips they brought out before our meal. Bean dip and a unique shredded cabbage sort of pico. We would go back but are still on the search for the place that will hit our Mexican food craving!",-4.0980687,-4.097069,-0.0009999275,Negative
"UPDATE: a couple of days after the service that never was, the owner Tracy contacted me. She apologized for the fact that I was not offered a shorter service, like a classic bikini, and asked if I would like to come in and receive a complementary service, just so I could actually experience a wax from them. I decided to give it a try, and I am glad I did. Tracy put me at ease (I was pretty nervous, as waxing is never a pleasant experience) but most importantly, she did an excellent job. Her technique is much less painful than I was used to in Hawaii (we just moved to Tucson from HI), and she is very thorough and meticulous. I will be coming back, as a great job on such an intimate service is worth the drive. She never asked me to update my review to receive a complimentary service, which I appreciate, but I am updating it anyway because I do feel the actual service was excellent and it would not be fair for me to receive a service and not review it. I will recommend this waxing salon to others, but with very explicit directions on how to find it! 

Original Review: I would give this place zero stars, if I could. I just got home from wasting two hours of my life, for nothing. I could not tell you how their work is, because I did not receive any service! I had an appointment booked, and was in the TMC Emergency Room with my 5 year-old on the day of service and wasn't sure if we would be out in time for me to go all the way home (we live in Corona), drop her off, and get back, so I called to reschedule. I rescheduled for today at 5:30 (the only time I had, rush hour is never ideal), and drove 45 minutes from my home in Corona to this wax place. I arrived in the area at my appointment time, but could not find their business- we just moved here, so I am already not familiar with the area, and I don't know if their business is small or what, because I never found it. I called to ask where exactly they were located since I was lost, (I was a little past it, at Albertsons) and the girl that answered said they were next to Dunkin' Donuts, so I put Dunkin' Donuts into my GPS and drove the quarter mile and called from Dunkin' since I still did not see their store front, even though it was supposed to be in that area. The girl that answers said that since I was TWO MINUTES past the 10 minute ""grace period,"" Raquel would not give me my service. I understand that she had other customers, but she could have offered a shorter service, like a classic bikini, instead of a Brazilian. Nope! Just ""you have to reschedule."" I drove 90 minutes round trip for NOTHING. I could understand if I was a regular customer just waltzing in late, but as someone very new to the area and to their business, you would think they would try to work with their customer and help them, not waste hours of their time. If anyone can recommend a great place closer to South Tucson/Vail, I'd love to hear it so I can try it, and put it on the list I'm compiling for other new, incoming military families. This place obviously has enough business, they don't need new customers. :/",-3.6316319,-3.6343336,0.0027017593,Positive
This store in Richmond Heights demands you wear a mask for a haircut but has none to provide. Customer service is at a premium. Just check other reviews. Recommend Men's Hair Saloon for male customers.,-4.67759,-4.6731076,-0.0044822693,Negative
"Went here after reading Yelp reviews when I was craving dim sum.  Sigh.  In this instance, Yelpers led me to have higher expectations than warranted.  We had the roast duck, cashew chicken, some noodle dish, and a couple of dim sum sides.
On the positive side: the food was cheap and plentiful, and the service was very prompt and friendly.  
On the negative side: the quality of the food wasn't particularly good, everything was way too salty and greasy, and the dim sum menu was the smallest I've ever seen at a restaurant that offers it.  It all seemed much more ""American Chinese Food"" than ""Chinese Food"" to me.
If I just want to fill up and don't care too much about what I'm eating, this place is a budget way to do it.  Otherwise, I wouldn't return.",-3.3497558,-3.353856,0.0041003227,Positive
Best place to get tires. Highly suggest getting the warranty. Saved over 200 on a new set of tires thanks to warranty. They send reminders to check air pressure and tire rotations. Never had a bad experience here.,-4.640522,-4.6255126,-0.015009403,Negative
"I heart this place and was so excited to find a store that I haven't been to before that was fun to shop in.  The store is sorted by color, which is so convenient.  I can't think of any other stores other than Forever 21 that's smart enough to do this.  God knows how many times I was looking for accessories that needed to match a certain dress.

I was able to scour the sale items (as I always do) and found a really cute coin purse that I was able to get the manager to give me an extra 10% off because it was the last one and had some minor scuff marks that I could live with.  I was also able to find a nice big beach hat for $5 that was also marked down.  I already got a compliment on the hat at the next store I visited :)

I wish they had one of these in NY, I would totally come visit again.  Don't expect anything high end.  This place is good for cheap, fashion jewelry and accessories that you'll wear for the season and probably get bored of, but the prices don't make you feel bad about it.",-3.5174327,-3.5202043,0.002771616,Positive
"This is the absolute best bike tour! I thoroughly enjoyed it even though I'm not what you would call the overly athletic type. I expressly packed my Nike Shox for the bike tour and the bike tour alone. I spent the rest of my time in stilettos. That coupled with the fact that I hadn't been on a bicycle probably since freshmen year of high school gave me slight anxiety over going on the bike tour. 5 mins in I was that girl holding everyone up because I was last lol but shortly after we started off I was good. :) 

The tour guide CASSADY was fabulous!! He was so knowledgable about the city and really went out of his way to accomodate everyone in the group. Whether there was a certain part of the city you wanted to see or a landmark you wanted to know more about Cassady was open to switching up the tour to make sure everyone saw what they wanted. He also offered his cell phone number to us and we were able to get all kinds of recommendations from him regarding great spots for food and music.

The tour was very enjoyable and there was alot of laughing. Other bike tour companies would sometimes pass us while we were riding around the city and you could tell they wanted to be a part of our group. Their tour guide looked old and boring.

The money is definitely worth it and we tipped Cassady at the end just because with his information and enthusiasm he really helped us kick off our visit to Nola.

Book with Confederacy of Cruisers and if possible, conduct your tour with Cassady!",-3.8235445,-3.8315272,0.007982731,Positive
"I was kinda disappointed to be honest. I have walked past here a thousand times and was expecting the hand carved beef to taste as good as it looks and smells. The beef itself is tender, lean and ample, however, where's the flavor?  Maybe I was expecting too much for the $8 sandwich?  It was on a fresh roll, and the horseradish is the sinus clearing variety you would expect from a good beef joint. However, the beef was lacking in seasoning and the ""au jus"" that came with it, was flavorless (and that's being generous).  Don't get me wrong, I don't want the seasoning to overpower the flavor of the beef, but c'mon, give me a little something to enhance the beef and at least hint of slow roasted goodness. Nope. And that au jus? Skip it.  It will do nothing more than ruin a good roll. I may go back and try the pork in hopes that it tastes as good as it looks.",-3.7416604,-3.7394729,-0.0021874905,Negative
"The staff is nice.  But even after i was gone they kept charging my credit card.  I left friday July 28 an was paid until Saturday July 29.  Saturday I found put they charged my card for another nights stay.  I called and had the charge reversed.  Then today on August 2nd, I notice another charge.  I called and talked with the manager and told them to reverse the charges.  I have the receipts and my credit card statement.  Do you really want to litigate over an amount of less than 100.  I'm going to the police and filing a theft report because this is bull. Don't stay here.  Don't deal with this like I'm dealing with.  It's not worth your trouble.  There's other hotels.  Stay away",-3.8587563,-3.8518355,-0.0069208145,Negative
I've lived in Zephyrhills for over seven years and I've come here so many times I can't count you would figure by now they would remember me the owner of the company flat out doesn't remember anybody. They serve me a pizza to go and I'll kinds no Acceptable not really sympathetic about it at all ask me if they can make me another one which would've taken 30 to 45 minutes to make. I waited 10 minutes for them to run my order as well. This Used to be an amazing restaurant food is really good their customer service has gone down dramatically. It's sad that I feel this way because I genuinely used to love this restaurant.,-4.447259,-4.443035,-0.0042238235,Negative
"Great experience so far, security was quick and polite, not problems.",-4.7497463,-4.7436676,-0.00607872,Negative
"Horrible experience after I left with my purchase. Disappointed for sure. Sales team was responsive to me, and seemed eager to work with me... until all the paperwork was signed. After I left, they ignored my calls, messed up my paper work, and still no tags. Every time I call I get some ""run around"" as to why something wasn't complete (and never receive a call back). I didn't have this issue when I bought from Nissan.",-4.0475082,-4.049798,0.002289772,Positive
