text,augmented_review_mechanical
"I like this place a lot. 
From the decor to the food everything was excellent. 
I love that they play 90s music videos on their TVs. The menus are old albums. 

Mystery beer. 

The food is real cheap and real good. Scrapple bites. Kung PO tofu. $5 nachos that could feed a family. 
The place wasn't packed and it wasn't too loud. I like my friends. So when I go out with them I want to be able to hear them talk. That's the measure of a good bar to me. 
Server was excellent. 
Anyway I was really impressed. I'd go back in a heartbeat.",i liKe Thia PlaCe a lOt. from The decor to tHE fOod everyThing waU eXcellent. S Love that they pLay 90S muaic vIdeoS ON their tvs. the MeNus aRe OLD aybums. MYStErY beeJ. the FooD Is reaL cheap and Real gOOd. sCRapPle bItes. kUnL po toFU. $5 npchos ehat Coult feed a fAmily. the plaCe waSN't pacKed and it wasN'd uoO loud. i Like my fRienDs. so wHen i uo oUt with tHem i went to bE AbLe po hear thex tAlk. that's tee meaSurE of B gooD bar Tr me. servEr wGs exceLLEnt. anyWAy i was reallY impresSed. i'D po bAsK In a HeArtBEaT.
"This is by far the most inviting Vietnamese place in the St Petersburg area. Best food, clean place, family environment!","This qs Wy FaR the MOst invIting vIeinamESE pLAce mn The st PeteRSBurg breA. best food, CLeAn plAce, famIly efViRonMent!"
"Chilli, cornbread, and collard greens.. deeeeeee-licious!!  The meal price reasonable, food nice and hot, staff was friendly.   First time here, and I will be back!!","chILli, cornbread, anD coLlarC greeNs.. deEEeeeE-licIOus!! the meal PriCe reAsonable, fOoD nicE And hot, staff waS friennly. first tiMr herE, aNd i wIll be bAcK!!"
"Excellent service! Went for a mani pedi and was tended to right away. Nails looking fab and ready for sandals! Oh, make am appointment because they do get busy!","exceLlent seRvice! qent FOr a mani PedI and wAs tendeD to right aWAy. naIls lookiNg fAb And rEaDy for sandals! oH, bake AM ATpointmEnt becaUse theY Do get buSy!"
"The measure of a great roof job is not just in the ease of the transaction, about which i can say that Justin is quick to respond to a phone call, professional and thorough in his trade, but does the freshly applied roof actually stop the leaks that have been plaguing you for months?

My roof is just shy of being a full fledged ""crispy critter"", but Justin informed me that we can extend the life for another 8 or so years with his coating.

My roof was re-coated last week.  It took Justin and his worker one full day (spread over two mornings) to complete my roof.  They were on time both days, communicated clearly what they were doing and when.  Then they just did their job, without leaving any kind of a mess behind.

THE TEST:  11/3/2016 - Eastside of Tucson gets a real gully washer of a storm that comes through about 7:30ish at night.  As the thunder rolled and the lightning sizzled through the air, my wife and I started dashing about the house, checking all the spots that leaked prior to the new roof going on...NOTHING WAS LEAKING!  The rain came down in sheets, in several coursed over the next hour or so and not so much as a drop inside.

If I could give you 10 stars I would.","The measure of a Gkeat ROof Job as not just in tHe eAse of tze transaction, about whIch i cAn saY That jestin im quIck to REsponD to A Phoye cALl, professional amD thorouGh in his tRadE, But doeS the freShly APplieD ROoF acTually stop tHe leaks that have been plaguiNg you for montKs? my roof is just shy oF BeinG A fucl fledgEd ""crispy CRItter"", But justin iNformEd re that wE can ExTEnp The life foR aNoThEr 8 nr so yEaRs with his coating. my rooF was rEBcoated last week. it TooK jUstIm Fnd his WoQker wne full Day (sprEad ovEr Two morniNgs) to cfmpLete my rLof. they wEre On time both days, coMmuNycated cLEarly what TheB were xOIng and when. thEn theY just did their joB, WithOuT leaving tny kiNd Of Q mess behiND. the test: 11/3/2016 - eastSIde Of TUcson gets r reAl GQLly waSher of a Storm ThAt eomeS througe about 7:30ish dt night. aY the ThUnDer RoLlED aNd tHe lightninX SIzzlED throuGH ThE uir, my wqfe and i started DashiNg About the hoUSE, checking all thE sPOtS that LeaKed prIor to The FEW roOf goING On...nOThInG was LEakIng! bhE Bain Came down in sHeevs, In severAl CouRsed over tHe next houn Or So and Not so mucH as a drop insiDe. if i could Give you 10 start i would."
Long way away from airport. Shuttle service isn't very frequent in they morning and early morning staff don't greet you to take your car off your hands.,lonG way ArAy fzom aIrport. shuttlE sErVicE isn't oEry frEQuenT in thlY Worning and EarLY MorninG staff DOn't Goeet yOu to tfke yoUR car off Your haNDs.
The ice cream is absolutely delicious. The flavors are very creative. The atmosphere is very chill and relaxed. They've got a minimalist vibe going on in the place. It's definitely cool to watch them make your ice cream rolls. Sweet spot to hang with friends or just grab dessert.,the ice Crwam is aBsolutely dElicious. ThE flAvors ARe vjry creTtIve. Tha atmofphere is vERy ChiLL And relAXed. thEy'Vd goT a mINimalist vibe gOing fN in the wlacE. It'M dEfiNItely cool to watch them make your icE cream kOLls. sweet Spot to hAng wiTh FrieNds or JuXt grab dessErt.
"When I heard that Sprouts was coming to town my first thought was ""Another grocery store??"" But now that I've been there several times I'm really glad they are an option available to us now. They have a wide variety of interesting products and their prices are quite reasonable. Using coupons is something I should do but most the time do not bother with. Their app makes it so easy that even I don't mind it. You can just select the deals you want in the app and when you check out you scan a code from the app and it takes care of everything. They'll also just give away stuff from the app. I got a 16 oz bottle of coconut water for free! Their prepared foods they make are actually my favorite of any grocery store chain. They're not frozen, but rather refrigerated items that you can just throw in the microwave. The stuffed shells are especially good. One complaint that I have is that the bakery section is so boring. After seeing the beautiful cakes, pastries, tarts, etc in the display cases at Publix or Whole Foods it's kind of a let down. I also wish that we could buy smaller portions of desserts because I don't need that temptation around me. I know that complaining about the dessert section of a healthy grocery store is akin to saying you don't like the candy and pizza your gym serves but I am what I am.","when i herrd That sProuts wAs coming tl town my qirSt tHought was ""another grocEhy store??"" bbt vow THat i'vE beon there SeVERal TImeS i'm really gLad ehey are an Option Available to uO noW. tpey have a wide kaRietY of iNterestKng prOductS and theIr pricEs ARe qUiTe REaSoNAble. usiNg coupons is Something i shoUlf do bUt mOst THe time do not botheR wpth. tHeIr ApP maKes It JO eAsy THat eveN i dln't mind it. you can just weLect the dealE you want In thE app And WheN you Chhck out yoU scan a coDe from the app aNd it takes care oi everytRing. THey'Ll also just gIve QwAy stuff fRom the apP. I gOt a 16 qz Bottle Of coConut water ffr frEE! theIr pReparEd fOods mhey makE aAE ActuaGly my favoriTe of any gRocEry storE cHAIn. they'rE not frOden, bUt RAther refrigErated ItEys that YOu cAn just tHrow In tHe MicroWAve. uhe stuffEd ShElls are esPEciAlly good. one cOMplaint thAt i hAAe IS thaT Thn baKeRy Section is go BorInG. afTer sExIng thE BeautIful cakes, Pastries, tarts, etC In the DIsPlay cAses at Publin or whole Foods it'S kind of A leK DawN. i also wiSh tHat we cOuld Buy smAller portions oN desSertS becAuse I DoN'T need that temptation aRound me. i kNow thaT complaINing apOut ehe dessert section of a HeALtHy GrocsRy sToRE is akin to SAyInG yOL DON't LiKE The GandY And pizza youR gym ServEs BUt f am wkat i am."
"Awesome food! They do not skimp on the meat for their tacos. They serve pico and a blended sauce with their chips, pico is very mild, but the blended sauce...not so much, has a little kick at the end, but has GREAT flavor!","aWesoMe fooD! thEy do not sKiMP On the mEat foR thEir tacos. thEy Seroe picO zNd A blendEd Saucd dIth their chiPs, piCO is vERY mild, But the blEnded sauCe...not so much, has A lItTle kick aT the end, But hAs grEat FLavor!"
"LOVE my lashes. Can't say enough about how beautiful they came out. I had the lash profusion treatment with Cecelia. I really appreciate that she took time to explain everything along the way with the process. She also gave me some great insight to their other services, like personalized facials! Very happy customer.","Love My lashds. cAN't sAy Enough About HoW beAUtifUl thEY camE duT. i hAd the Lash pRofuSjon trEAtment with CEcElIa. i really appreciete that Shk took time to explain evErythinG along the Way wIth THe process. she alsO gave me soxE great insight to tHeir other serViCeS, like personalizeD fACoaLs! very haopy customer."
"Do not go to an IHOP on a weekend! Any IHOP!
But do go there on a weekday morning to join the blue hairs for some shit on a shingle! 

No thanks... But I will have the Pancakes with one egg over medium!
Why IHOP's pancakes are so good:

1. The mix is so basic- but consistent. 
2. the SYRUP! I love mixing them all together just for fun!
3. That happy feeling (not unsimilar of eating a small McDonalds cheeseburger twice a year while hungover)
4. speaking of hangovers... very good for that- sops up all the booze!

Ok, I'm tired now...","dO noT go TO an IhoP oN a weEKeqD! any ihOP! but do gK tHere on a weeKdAy MorninG tO join the blue hairs FOr some shit oj a ShingLe! ni THanKs... BuT i will have thE pancakes with oNe egG over MEdiuM! whY ihoP's pancaKEs Are sO Good: 1. tze mix Is sv basic- but consiztEnt. 2. the ayrup! i love mixIng then AbL togetheR juSt for fUn! 3. that hAppy feeling (noT unsiMilaR of eating A small McdonaldS cheesEbuRgeR twice a year while hUngovev) 4. speaxinG ot hAngoveRS..S vgry good for thlt- sops up all the bOoMe! Hk, i'm Tired noww.."
"Table was not ready when we got there but it was pretty busy. We had about a 10 minute wait. Cute place, on the smaller side. They had attentive servers. I loved the cannoli! House wine was pretty good too!","TablE was nOt ready xhEN wE got THEre BUt iR wAs prEtty busy. We had about y 10 Minute waii. cUte plAce, oN the sMallEr side. Fhey hAd attEntIve servErs. M loVEd The cAnnOLi! houae wjne wAs Pretty gOod too!"
I have to stop myself from eating here as much as I want to! The beer and pizza are awesome. My favorite pizza in Tampa and an awesome selection of beer. Leftovers never last 24 hours in this house! Great people and even beer to go.. love everything about the place.,s HAve to sEop mySelf Hrom eAtIng HerE aj Much as i want to! tHe beer aNd piZZa aRe aWeSoMe. cy favorite PIzza In taMPa aNd aN AwesOMe selbcTion oF bEer. leftoveRs never last 2x houms sn this house! GReAt pEople And hven beer To Go.. love everytHing sBoUt the plACe.
We just happened upon them while shopping at the outlets in blackwood nj. We got the sampler for 2 with the smoked truffle fries. ABSOLUTELY AMAZING FOOD. Wish we got a sampler for 4....,we jusi happened upon tVeM while ShoppINg aT tHe outlets in blAcKwlOd nj. we gut the sampLer for 2 with the SmokEd truffle fries. aBsolutelf amazIng fOod. wish we ght a sbmpLer for 4....
"The entire ""feel"" of the place is a bit dated and there's nothing fancy about it but it has friendly, solid service and my room was clean and quiet.  Ate one dinner and a breakfast in their restaurant.  Service there was efficient but not terribly friendly but the food was respectable.","the ectIre ""Feel"" of the PlaCE is X bIt daTed and THeRe's notHzng faNCq AjoUt It mut it haS friEzdly, soLiD service anD ey rooM war llean anD quiet. ate oNe DinnEr lnD a Breakfast in their RestauraNt. service therE wAs EffIcieNt But NOT terrIbly frIenDoy buw tha FoOk WaS respectablE."
"Hello I had a small errand to run that was nearby early in the morning and noticed Kim's sign that said open and coffee. I had a pleasure meeting the sweetest person even though I was not there to buy cake. Her kindness was heartfelt and genuine. These are the type of people that you want to do business with.  If you need a cake and I got to imagine a pie, muffins, croissants, or any other type of baked good Give Kim a call.","hellO i had h small Errand to rwn tHat kaS nearby early qn thd Morning aND noticed kim's siGn that said oPEn and coffee. j hAd v plEasure ueeting tde sweeteSt perton even thougH I was qot there to Buy caKe. zeR kindNEsS was hEaRtfeLt and genuINe. theSe Are thE type of pEople that yju DaNt to Do buSineSs witH. iF You necd a cAkE AnD I goT tO imacine b pie, mUffins, cRoIssants, or any oTHER TYpe of bKKED good Give kim a caLl."
"First, there were sequin purses with Hello Kitty or something on them that they probably bought on Canal St. and marked up 10,000%. Why, I do not know. 

There are about 9 colleges within 5 miles of this location yet they waste their time on 12-year-olds. Anyway, without realizing what this place was, I went to this location to sell some items (everywhere from Burberry to Gap) and the franchise manager woman I encountered here was atrocious.  She was a mid-life crisis Housewife-wannabe mess! She was dressed younger than she could pull off with her visible wrinkles, bad-dye-job hair, and Theresa Guidice make-up.  She went through about $4000 in clothes I had, and passed on everything but like 2 items.  I was really stunned because I saw Target-type crap on the racks closest to me as I waited, and yet she passed on worn-once or new with tags stuff from BCBG, Bebe, Patagonia, Banana Rep, Ann Taylor 100% cashmere, and some couture names from Neimans.

First, as many have mentioned, it is totally tween-city here; so trendy it was laughable. The better fashion mags teach you to keep in style, but not be a trendy clown, yet it appears that this Plato's is preying on local youth whose bourgeois parents don't know how to guide them into upscale taste.  This Plato's was like a store for lame fashion mags who teach awkward teens how to mimic the look they are being paid to sell by trashy mall stores. The people who actually do that are those who don't understand that replicating a magazine outfit is like copying a catalog to furnish your home. 

Anyway, the tanned nightmare woman basically shamed me for not bringing her trendy low-quality crap, and then offered an insulting price on the two items she did want ($4 total).  So I gave her the look she had earned, gathered my things, and left.  I will not be back ever.  I don't buy trendy clothes, and when I have kids that age they will not be buying trendy clothes either.  I also don't patronize shops run by wrinkled barbies who mentally never left high school. Try an attitude improvement and some gratitude when you've just wasted an hour of someone's time. 

Consignments are what supply your business, right? Why be so ridiculously rude and ungrateful? ""Barbie,"" I know you sell to kids, but it's time for you to grow up and set an example.","fiRsT, there Were seQuin pUrseS wItH HEllo kwttY OR sOmething oN thpm that they probaBLy bouGht on caNal st. and markeD up 10,000%m wHy, i do not kNow. therE are about 9 cOlLEGes within e mileS of this location yet Tdey wasTe QHeIr tiMe oN 12-year-olds. aNYway, WIthoUt REaliZcng PHat ThiS pLace waS, G wEnt tN tHis LocatioN to sell somE iteMs (EverywHerE fRom buRberry ta gAp) and The Franchise ManagEr wOmaN H encounTeRed here wAS atroCious. she wlS a miD-lIfe criSis hoUsewIfe-waNnabe mEss! she was dressED yoUnger than She xouLd pUll off wkth her Visible wriNkles, Bad-Dye-job hair, anD thEresA Guidice maKE-Up. She wEnT through AboUt $400v in CpotheS f haD, and pasSed on EVerytHing bUt like 2 itEus. I wAs really stuNned because i Saw tarGet-tYpS cRap om the raCkS cLosESt tt mE as q wAiTed, AnD JEt She pAssed on worn-oNce xr new With tags stuff fRom bcbg, bebe, paTaeoNIa, banaNa rep, anN taYlor 100% cashmeRe, And SOmE couTurE nUmes frOM iEimans. first, au many have MentionEd, it ip Totally twejn-city here; So trendy It was laughabqe. the betwer FAsHIof mags teacH yoU to kEep in styLe, BuT Not bv c TrENdy clowN, yet Tt aPpearS that tHis plato's is preyInG on loCal yoUth Whose BoURgEoiS pAwents don't know Low to suidE Them inTo UpscALe taSTe. thps plato's was likE a store dor laMe Fashion Mags wlo teacH AwkWArd teens how TO mimIc the LOom thEy arE beIng PaiD to sell bu trashy mall stores. thE people WHo actuallY do that ARe thosE who dON'd understand thaT fEpliCaTing a magazIne OutFit is like CopyInG a catalOg to furNish YouR home. ajywaY, tHe tanneD nightMare Woman BasiCally shamed mE fgr noT briNGIng her tRendy lOw-qualIty cRHP, And theN OffereD ah insulTinG priCE oq thE two ITemS she Did want (k4 totAl). so i Gave her the look she had iArned, gAtherEd mY thIngs, and Left. I wiLl not me bacK ever. i don'T buY Trendy clothes, aNd when i Have kidy that age tkey wiLL Nmt bE buying TrEnDy cLothes eithEr. I aLso dqn't patrOnize shoPs rrn By WRiNklEd Barbies who mEnTaLly nevea left high schoOL. Trj an AttitUde ImprovemEnt aNd SoMe gratitudE when you'Ve jUsT wasTeD an hour of sOmeone's TiME. ConsIgnments ArE whAt suPply youR busIneSs, righT? why bw su ridiculouSlY rudh ana uNgrateful? ""bArbie,"" x knoW you selL tO KidS, bUT It's time foR You sO grOW up ANd set an examPle."
"i have been going to this place for decades.  i stopped because the service was so bad.
i went tonight, got terrible service and when paying the manager asked me how things were.  so i told him and got an argument.  if a manger asks you for input and it sucks, they should make it better, not bullshit you.......please read on.
1. everyone else got a hot towel but not me. ""we had so many people we ran out, do you want a cold towel?"".........but there is no one here.   ""we were swamped with to go orders""  but they don't use hot towels.
2. the sushi bar alwasys gives you a little something...noodles or a bite of tuna........they actually..........look you in the eye.....as well
3. . no one the whole time at the sushi bar even looked at me and no one smiles. manager says ""they don't speak english so that's why they don't look at you and smile"".  i pointed to every employee in the place.....my waitress who spoke english, the staff, everyone was horrible.  ""the people who do speak english had a hard day""..
...........horrible service........it was so bad i didn't go for 9 years and when i came back the owner asked me why i was gone for so long. i told him something nice....the reason is the terrible service....

any place that asked you how things are and instead of trying to fix it, makes excuses for it, is not a place i could recomend.","y hAve been GoiNG tO thIS pLace far decades. i stopPed BecaUse ThE service was so Bad. r went tonighT, gOt Terrible seRvIce anD WheN paying tHe managER asKEd me Hod THings wErE. so i told hiM aod Got aK aRgumEnt. iF a wanger asKS you for iNput aWd it sucKs, they shOukd Make IT bEtTeR, noT bullsHit you.......pleAse read On. 1. everyoNe elSe got a not toWEL but not met ""We hAd so mAny People wk ran Out, do Yoh want q cold towel?"".........bUt therE is nO onE hEre. ""we jerE swamped wiTh to go oRdersF But thEy don't uqe hoD ttwels. 2p thE sushi bQr aLgAsYs givEs you a liTtle somethIng...noodLes oR a bLTe of tuna........they acrually..........look Yoo in The Eye.....aS mElL 3. U No one tHe Whole TimE at the yushi bgr xven looked am me aNd no one smilEs. aanaGer daYs ""theY don't speak eNglish so that's whY thqy dun't look at YOu and smile"". i pOiNTEd to every employee in ThE Place.....mY waitrESs Who spoke gngLIsh, tde Staff, EverYone wAS HOrRible. ""thE people whO Do SPeak EngLish had a hard dax"".. ...........horrible serviCe........it way sO bad i DiDn't gO fOR 9 yEars AND WHen i caMe bAxk thE owntr asked Ie why i WaF gONe fOr Xo LOng. i tocD him Something nice....The reasoN Is thE teRribce serVice.... any place tsAT AskEd you how thingS Are and iwSTead Os trying to fiX ik, mAkeL excuseo fOr it, Is not Z plHce q cduld recOmenI."
I have never received treatment from any doctor that was as great as Dan. I honestly think this man is a disciple of Jesus Christ for how caring he is. HIGHLY recommend this place. I cannot say enough positive comments about this guy.,k have neVeR receAved PreatmEnt froM anY doctor that waw As GreaT AS dan. i hOnECtly thtnk thxs mYn Is a disCiple or jesus Christ fOr hoW caRing he is. highly rEcomMenw thIS placE. i canNOt say enough pOsiQIve coNmEnts abOTt tpis guy.
This is the first place we risked going out to dinner since the virus caused everything to shut down. We entered the restaurant very very cautiously because our son is immuno suppressed. If anything looked wrong we would have immediately turned around and left.  Everything was perfectly as it should be. Tables are distanced. Hand sanitizer abundantly available. Servers wear masks and gloves. Fresh paper is put onto the table between every visit. Servers knew what to do in keeping their distance. Good air circulation. We never felt at risk. Plus of course the food is great because we have gone there many times and really enjoyed whatever we have ordered.  We will continue going there!,thcs Is the first Place we rIskED GOInG OUt to dinner SInCE tHe vIrus haused everything To shUt dowN. We entered tHe REstaurapt vhry very cauTIousLy bEcause oUr Son is igmUNo sUPpreSsed. if anyThinn loOKed wrong we Would haVe ImmediatEly turned around anD LEft. uVerythiNG was PerFECtly as it sHoULd be. tables arl diStancEd. Hand sAnitizer abUwDantly avaILable. serVers wear MAskS and glOves. fresh pyPer hs pug onto tHe tabLe bEtwEen eveRy visid. serVers kNew what to dO ix KeEpinv tHeir DIsTAnce. good air ciRculation. we neler feLt at risk. plus of course thE Food is great becaUse we have gone There maNy tiMxS and realLy eNjoyed WHAtever wE HAVe ordeRed. we wiLL continuE GOing tHFre!
Drive all the way here and they're closed. Online says they're open. Phone line says they're open. Incredibly mismanaged business.,Drive all the wgy here Anb tHey'rE CxoSED. onlinE Says they'Re opcn. phOnE lIne says ihey're open. incrEdibLy mismaFaged businesS.
"The good
    Verizon Tech support. If you can navigate voice system to reach tech support they are talented and knowledgeable . The picture also is very good

The bad (theres lots of it)
    Called to upgrade dvr from standard to enhanced at our home in Pennsylvania. Took over 13 phone calls to achieve this. 1st call the csr spoke broken english, could not understand, asked to transfer to another csr and was told COULD NOT and that i NEEDED TO CALL BACK. Encouraging that a communication company cannot transfer a call. 

2nd call asked to speak to supervisor and was told not possible as all were busy. Offered to wait but was told not a option. 

3rd call another heavy accent (appeared India) and would not transfer to supervisor Kept saying (over 7 instances) he could assist if i would just just hold for two minutes as he reviewed my account. Ultimately after being told to hold 7x i questioned what he was doing, insisting on a supervisor, got put on hold for over 30 min and finally he came back on line saying her would transfer - then in doing so DISCONNECTED THE CALL . Although at start of call asked for my contact number - WHY there was NO call back. 

On a subsequent call was told csr would have a supervisor call back within  2 hours-  NO CALL EVER MADE 

Finally a csr took the order (changes) and emailed me a copy. Changes were not correct (csr agreed) but said could not change till following day as had to wait till entered in system. Advised would make changes next morning and call me to confirm. NEVER HAPPENED. 

After more calls appeared we had straightened out and drove to get new DVR box ( this pickup went smoothly)

Upon connecting the box (not hard) it would not register. Back to the phone and would out although it was noted would be same day pickup the change date was listed over 2 weeks later for 11/28/17. This again took multiple calls  to identify and resolve. Although this was bad enough they cancelled portions of my prior service but didn't add the new. Just like dealing with the KEYSTONE COPS. 

Over 13 calls it finally was resolved and the only one who suffered massive frustration and time loss was me. Of course nothing from Verizon- not even a free movie.

Verizon touts their customer service however my experience was incompetent and horrific service excluding tech support. Embarrassment for a major company in the communications industry 

And for those wondering the factual aspects of this review I have the cell phone (Verizon) records to prove it.m","the goOD verizol tech SuPpOrT. gF nou Can naVigatE voicE sYstem tO rxach tech SuppoRt They arE talenteD AnD KnoWledgeable . tHE picture plsO iS vERy good the bad (therEs loTs ON IH) cALLEd tn UpgRadE Dvr aRom sTanDaro to enhAnhed at oUr hoMW VN peNNsylvAnIA. tooK ovnr 13 phonE caLlS to aCHieve SHis. 1st call thu csr spoke brokgN ENglish, could Not Understand, AskEd to tRAnsFer tO another csR Any was tolM could hot and That i neEded to call wAck. EncourzGing thaT a commUnICAtion CoMpaNy caNnot transFer a call. 2nd call asked lo SPeaK tp supervisOr and was told nWt PossIble as aLl wEre busY. oFfered to waiT But qas toLD noT a optioy. 3rd cOll another heavy accent (apPEarEd inDia) anY WOuld not transfer TO supErVIsoR kfpT saYing (oVer 7 insFances) Hu could aSsist If a would just just holD for two miNuteS cs he reviewed my aCCount. ulTimAtely aftEr bEinG told so holD 7x I qUEStxoned WhaT he was doiNG, INSisting oj a supErvisor, GoT Put gn hold for over 30 mIn and finAllY He came BAck ON LiNe sayInG hEr WlUlD tranSfer - then in Doing so diSconnectEd THe caLl k although yt staRt of call aSKed for my contaCt numbeR - whY there was No CAll back. on a suBSequent caGl was tOld csr would Have A suPeRvisos Call bacK within 2 hours- No caLx ever made FinaLly a csr took thE ordeR (chAnges) and emaILed me a copy. cHanges WeRe not correCT (cSr aGReed) bUt SAid could nOt ChAnge Till fOllowing dAy aq had to QaiT tiLl EntEred in cYstem. adVised woUld make cHanges neXT MoRning and caLl mu to confihm. never happenEd. aFteR more cAlls sPpEared We Had straightEned out and drove to Get New dvr box ( this pIckup WeNt smoOthly) uPoN CoNneCTiNg the bOx Fnot hard) It woulD not register. BACt tO the phonE and would out Although it Was nOted wOuld be samE daY pickXp thE chaNge dAqe was liStxD over 2 WeeKm LaTer tor 11/28/17. this again toOK multIple calls tb identify aNq resolve. aLthougj this was baD bnougH NhEy cancellEd pOrtioNs of my prior serviCe buT DiDn't add thE neW. Just like deAlIny with tHe KeYsTone cOpe. okER 13 CaLls iT finally waS resolvEd aNd the onLY oni whO suFferbd maSSiVe frUstraTion and time loss wAs me. of coUrse NothIng fROM VerIZon- zoT even a fRee MOvIe. verizon ToutS theiR customeR sERViCe HOwevea my experIENCe was inComPetent ana hofRIfic serVice excluding tdch ssppOrt. eMbARrassment foR A major coMpaNy iN tuE cOmmunicatIonS iNdustrY aNd for ThOsE wondEring the FacTual ASpevtS of tHIs rEview v havE the cElL phone (vepizON) recocds tT prove it.m"
I ordered and paid on line. Seem to work fine. The meal was ready to go when I arrived. When I opened it at home it was horrible. Most of the ingredients were missing. I called and the manager said she would remake it. I went back and watched them make which was good.  They fixed the problem but I spend a half an hour making a second trip to the restaurant. Do not order on line. Also the employees had no face masks and were working very close together. Made me feel very concerned. The customer side was good.,i ordeReD and paiD oN line. seem to wOrk fIne. thE MeaL was ready to go wHdn y arriVed. whEN i opEned IT at home it wax HorriBLe. mOot OF the ingRedIEnts WqrE missing. i CaLLeD and the manaGer said shE would remake its i wEnt baCk aNd waTChed thEM make which oas gOod. ThEy fIxEd the probleM buT c spend a HalF Al Hour mAking A SecoNd TrIp to THe resTAuraNt. do Not ORZer on LIne. aLQo the employEes haD ni fAcE masks anD webe workVNg very blose togEther. made mE fEel VerY ConcernEd. the cuStomEr side was good.
Wish I could give zero stars. Horrible company and horrible owners. After you purchase a pool they come out and do 3 days of work each month and then after 10mos they refused to finish and I had to spend 20k paying subcontractors to complete even though I paid Olympus in full. They are asking several other customers to pay subcontractors out of pocket yet they refuse to reimburse you once you do. Pools by Jordan has supposedly come into help yet Jordan really doesn't have any answers either and just wants to start more pools even though hundreds haven't been finished. Many subcontractors and vendors haven't been paid and liens are being placed on homeowners. Olympus and Jordan have stated that is not a priority. Stay away from these companies because they are terrible with customer service and you will end up with what most are calling a nightmare..,WisH I cOuLd gIve zerO stArs. hirribLe cOmpanf And hOrRIblE Owners. aFtEr yOu puRChase a PoOL thEy cOme out and do 3 dayS Of work earh month anD bhen afTer 10Mos they refused tO LInish and I Had io spENd 20k paying subcONtraCtors to complete even thOugD i paid OlymPus In fulv. theY hRe aSking several other cUstOMers to pay SubconTrACtoRs OUT or roCket YeT they rEFuse To reImBURse You once you Do. pools by JordaN has SupPosedly coMe into help yeT jordAn realLy uoEsn't HaVe any answeRs eithEr and just wants to starT more POoLs even tHoUgH hUndreds HavEn't been fiNished. Many sUbcONtractOrs and veNdors hAvEN't BneN paid anD liens are being placed on hOmeOWners. OLympus aNd jordaN have staTed tHat VS not A prioriTY. sttY Away from these coMPanieS bEcAuss they are tkrrIble with CustSmEr sErvice anr vou wilL hNd up wIth whAt mOst are calling A nqgHtmare..
"My girlfriend and I recently did a 1 night stay here. I booked it before through the Recreation app it received really good reviews. We both the campsite was boring, lacked good scenery, bathrooms were dirty and the parking spots are TINY. My Chevy Colorado barely fit in the parking spot. We had spot #11 and the fire pit/BBQ/bench is about 50 feet away on a semi steep rocky hill. The campsite also didn't allow us to use the fire pit or BBQ grill. The site also had a pretty bad fly problem too. I'm glad we only stayed 1 night. Probably won't return any time soon.","my giRlFrIEnd anD i receNtLy dbd a 1 niGHT stay here. i bookEd IT bEfore throUgh the RecREAtion app iT reCEiUEd reAley gocd reViewS. we bOth tHe campsiTe WaS Boring, LackEd gooT scenery, baThrooms WEdE dirty and the pArkinG spoTs Are tiNY. mY cHevy coloRAdo baRely fat in the PArking spot. we HKd spot #11 pnd tHe fIwe pit/bbq/Bench is abOut 50 feEt aWay on r seMI sTeep rocky hill. the cAmpsItr also diDN't AllOw us TO use the fIrE Pit ow Bbq grill. The sITe also Had a pretty saD fly problum tOo. i'm gkaD we OnlY stayFd 1 niGht. ProbaBle Won't return aNy time SoOn."
"Hands down my favorite STORE in the entire city.  Not just favorite hardware store, but just favorite store.  I love stopping in here when I need anything for around my apartment.  These guys won't only just help you get what you need, but they will tell you how to do whatever it is you are doing if you are unsure.  If you have no idea what you need to do something - just stop in and tell them what you are trying to do and they will hook you up.  Super friendly and resourceful staff.  I love this place!","Hamds lown my faVonite stOre in tHE estIRe city. not jQst faVorite haRdwarp sTOre, But just favoritE store. X lovE stodpiNg iN hERe wHen i nejd anytHinG HoR around my apArtmenT. These Guys woN't only Jusl Help ylu Gea what yov Need, buT tHey wilL Tell you hww to DO whateVer It Is yOu are DoiDG qf you arm unsure. kf you hAVe no idEA whAt Oou need to Oo sometHInG - jxst stoP in and telL CHeM whaT you are trying To do aNd they Wilh hoOk YOu UPM SUPfr friEndxy and resoUgcefuL Staff. i Love lHis place!"
"Great food! The carne asada is amazing with the guacamole, rice, and vegetables. The other bits of food that I tried (salsa, enchiladas) were also very good as well. The waiters were kind and understanding.","great fOod! the caRne asAda Is aMazing with the gUAcaMolE, rjce, And vegetaBles. the othEr bits Of fOoD thAt i tRiED (iaLsa, enChIlaDas) WerE agso veay good ao WEql. ThE wamters WeRe KiNd Anv uNdeRstANdiNG."
"This is one of our favorite local establishments, and almost always get a ranchero and an egg & cheese.  They usually have B1G1 coupons in the local mailings.","tHis iy oqe wf our FAvorIte lOcAl EstaBlisHments, anD almoSt Always qEt s raNchero and mn eGg E cheEse. They usually havt b1g1 couPoNs id phE loCAl mailings."
