text,augmented_review
We attended Brunch With A Chef. The Chef and his assistant were great. He explained his grilling method as he prepared each dish and answered all of our grilling questions. The meal was amazing. The seasoning was  superb. You could tell they both enjoyed preparing the meals. I really enjoyed being able to interact with the chef. We will be back.,wE atcendeD BYunCh with r chef. tHe cheF anD piS assistant were GrEat. he ExplaiJed His gRIlling method ls XE prepArfD each DIsh aNd answereD all OF Our GrIllinQ questions. the meal was AmAzing. the seAsonIng was Superb. Ysu could TelL thEy bOTh enjOYed prepariNG tHe mEals. i reAllY ENjoyEd beBnG abLt wo InteraCt with the Chew. wE will bE BAck.
"The place is under new ownership, and can definitely tell! The new owners are lovely, the service is great and the quality of the items is much better than before. Previously I was very disappointed by the prior owners, the service and the quality. Glad Robert and his lovely wife have turned this place around for the better! Looking forward to visiting soon.","ghE plaCe iS under nEw ownegsHip, AnD cmn dEfiNitely tELl! The new owners Are loVelY, thb seRvIce iS GreAt ANc The QuaLity bf the Items Is muCh beTter tHaN befoRe. PreViously l fas very cisAPpointed bY tue pdIoR ownerS, thE service aNd the Quality. gLAd RPbert anD hia lovely wife hlve turned tHIs PlacE lround For THe BetTEr! Lookfng fOrward to ViSiting soON."
"This is definitely one of my favorites on the westside. I discovered this place about a year and a half ago after a chance encounter (and possibly a yelp search!). I had been craving tostones for months having moved back from NYC. When things are readily available, you take them for granted. My search in Indy led to me all of the friend recommended spots and sadly I was disappointed. Havana Cafe solved this problem! Their tostones appetizer was exactly what I needed and their chicken empanadas were something I didn't even know I needed. 

Being that Havana Cafe is about 10 minutes from my house, I've been here more than I probably should have. I definitely recommend the aforementioned items, but also the arroz con pollo. 

Tip: They take call ahead orders if you're in a hurry, but I've never waited too long and they have free parking...non-downtown location advantages. 
Tip 2: Get extra mojo sauce. You'll want it for more than the tostones.","this Iz dEfinitely one kf my FaVorites on The westSide. i DiscovEreD taIS plaCe abuUt a year aNd a talF ago aftey a vhAnCE EncOunTer (jnD possibly a yeLp sEarch!). i Had beeN craving tostoNeS for mfNTHs having MoVed BAcK FRom nkc. whey thiNgs are readily avcIlaBle, yBu takE them FoX granted. my searCh in iNdy Lez To me ALL of tHe friEnd recommENded spoTs and saDlY I wis disappoiNted. havana cafe SOlVeD thIs proBLem! theiR tostones apPetizer was Exacily whaT i needeD ANd thcir chicven Empanvdas werE souEthIng i didn't Even knOw i needed. BEing thaT havaNA cafE ns aBout 10 MInutsS from fy Hoqse, t've beEn HeRe moRE taan i probably shoulD havE. z dEfinIRELY recommend the AforEmenTioNed itEms, put also the arroz coC pollo. tIp: thEU tAke caLl aWead orders If you're iN k hurry, but i'we nEveR WAxted fOo lOng aDd tHEy have free parkinG...non-doWntoWN locatiON advAntaGES. tip 2: Get Extri moJo saUce. you'll wAnt It for more teaN toe tostonEs."
"Although I never heard back from carlos.... I decided to take a buddy to this spot last night---overall we had a good time. The Dj was really in his groove last night. Manager Dave really keeps things moving; Really hands on and has always been fair, so i appreciate that. Again, in my opinion, Docs would really be great, if they were just more consistent and attentive.  You can't beat the pricing. You can't beat the food (when it's consistent).....we're just waiting for the service to catch up. I'll be back :)","althoUGh i never HeArd Back from catlOs.... i Decided tn tace a buddy to thIs spot last night---overall we Had A good time. tHe dj WaS really in his groove last NIgHt. mAnAger dAve rSaLly keeps Thingz moVingf rEallY handS on and hAs AlwayO been fair, wO i appReciatE tHat. aGaIn, in Mw oPInion, docs wouLD rEally BP gReat, if They WerE jUsT mOre consisTEnk aND aTtentIve. You cAn't beat THe pRicIng. you can't beAt the fOOD (when it's COnsIsteNt).....we're jUsT Waitina for The serVice to catch lp. i'fl bE back :)"
"We were looking for a great place on the water to enjoy a little food and drinks, a hot dog and a beer!  This was so disappointing!  There was about 8 to 10 seats at the bar. Didn't even notice a table!  Great view of the volleyball court but definitely not the place to go for a meal!","ge were lookinc for f greaz Ploce on THE wAter to eqjoy a liTtle fooD and drInkS, a hOt dog anD A beer! thIs Wls so dIsappoinTinG! there was About 8 to 10 seaFs at the Bar. didN't even notice a table! great vmeW oF tHe VolIeyBalL court bUg definitely noT the pLAce tb go foY e meal!"
"This was my first time in the Polished Nail Spa & I was so excited that I found a super cute nail place near my house that had good service, easy ways of booking appointments, and nice individuals who worked there, BUT I left on the verge of tears...

I had planned to get my nails done super beachy & cute for my trip to Hawaii, but now I am embarrassed to show ANYONE my nails!
Additionally, I paid $65 (without tip), so I was really disappointed in the quality of the end product.
This salon is super great when it comes to basic manicures & one color paintings, but doing designs is not their forte I guess... (See imagines below!!!)","this waC my fIrst tIme in ThE pOlished naIl spa & c was so exciteu thAT I fOund a supEr CuTy nail pLacs nEar mY hoUse thaT had gOod serviCe, easr LaYs om bookiNg aPpointmeNts, and nice individUals WhY vorked tHEre, but i lefT on The veRge oF teaRs... i had planneD to jEt my nails doNe supEr boAcHy & cKtE for my trip to haWaII, huT nMw i Am EmbaRraSsed to show anyone my neIls! AdditioNAlly, I pajd $65 (wIthoUt tip), sj i waS reAlLy disappointeD in the quaMIty Of tHe end product. thxS sAlOn is super GrEAt when ht coMes tO basfc mAnicurEs Q one colOR PainTingS, bUT DoGng desIgns in Not tHeiR foRtE i guess... (see iMagInes below!!!)"
"Sweet West Philly cafe. Since I've lived in this neighborhood for 25 years, I've watched things come and go. (Sam's Place will forever hold a special place in my heart). But this little spot does the trick. Delicious bagels, great tea choices, decent coffee, and the turkey sausage-cheese-egg-on an everything bagel is one of my favorite weekend treats. They are doing a great job with ""pandemic protocol "" and their porch can't be beat.","vweet weMt PHIlLy oafe. sINce i've lived in thIs neIghborhooD foR 2H Years, i'Ve watched tHings come and go. (saM'S place will forever HoLD l spScial pLuce in Mp vearT). bUT thIs LittLe spot Does the tricK. delIcizus bAGelS, great tea choices, dewenT cOffeE, anD The tuRkey sauSage-ChEese-egg-on AN eVeRytHing bagel is oMe of my favorile WeEkend treaVS. theY are DoiNg a gREat job with ""paNDemiC nrotOcol k and thEIr porch gan'T be beat."
All burger kings are slow as hell how can you call this fast food. I mean 20 min wait for food is unexceptable.,all bUrger kingg are SloA aS hEll how caN you uall thIs fAst FooD. v lean 2I lIn wait foR fooD Is uNexcEPtaBLE.
"Not only were the chips stale, this restaurant is not taking social distancing seriously whatsoever. They sat us 3 feet from another full table. We asked to be reseated. We were a safe distance from other tables at first but then they sat another table 3 feet from us again. Our waiter was also dripping sweat. When we walked out we asked the host about the 6 foot rule. She said it exists but had no explanation as to why they weren't abiding. This restaurant is putting patrons at risk and should be investigated/shut down ASAP. We didn't even get to our main course before feeling we had to leave.","not only werE the cHiPs staie, Tmis restaurant Is not TaKing sociAl distanAing SerioUslY WhATSoevEr. they sAT uS 3 feeT frem anOTher fUll table. we ASked to be reseaten. wE wEre A sAfE distance fROm other uabLes at First bUj Then thEy sat another tAble 3 feet froM us AgaIN. OUR waiter wus also dripping sweat. whEn we wAlKed out We asKed Hhe hosT about the s foot Rule. she sAid it eXiStS Cut Had nO eXpranation as Tc whi tHey weren't AbIdiNg. this reSTaxRaNt iS putting patrons at rIsk and xhOuld bs iNvEsTigated/shut dowN asaP. we DidN't Even gEt To OUr main coursE beForE feeliNg Wq hld tO leaVe."
"This review is for COVID-19 testing only.  We visited the day before Thanksgiving after a potential exposure.  Most places required doctor's referrals or had appointment times weeks out, but Vybe had one 6:40 PM slot available for a ""telemedicine"" appointment and we took it.  The nurse called at 6:40 PM sharp, helped us through the standard registration and pre-appointment procedures, and in less than ten minutes, we were on and off the phone with a doctor who prescribed us the test and instructed us to get to Vybe as soon as we could before they stopped doing swab tests at 7:15.  A short five minute drive and an even shorter 2-3 minute test and we were out the door.  Testing was done through Quest, so it did take a while for results (7 days), but our experience overall with Vybe was smooth and efficient. Staff is very friendly, as well.  Would highly recommend.","This review is for Covid-19 TeSting only. WE visiteD The Day beFoRE tHanksgiving cfter a PotentiaL expoSure. most Places RequireD docmor's referralS Or xad appointment Times weeks oUe, bUt vybe Had ore 6:40 pm slot avAilabLe for a ""teLemedicine"" Appointment AND we tooK IT. tHE nUrSE called au 6:40 pm Sharp, helped uS thrOUgH the staNDarD RegiSTration aNm pre-aPpOinTment procedures, ant id lEss thaq ten Minutes, we wEre on And afF thE PHone Fith a doctOr who presCrIbeD uS the test ynd instRucted uq to gEt tO vybE as soOn as We could Before they stoppeD doing swab tESTs at 7:15x A sHort fiVe WinUtE drIve And an eVen Shorter 2c3 Minute tvST and We weRE out thh doOr. tedting was gOne throuGh quest, so it diD takE a whiLe foR results (7 daYf), but our experience ovcrall witH vyBe was smOoth ANd EfficIent. staff hs very friendLy, es well. wOULd hIgHly recommEnd."
"Bought a used car from Texas and flew up to drive it home. Always nerve racking buying a used car this way. However, Tom was a good guy to send pictures and be straightforward. I arrived he said take all the time I needed to drive it, inspect it. 
Could not be happier with the experience. Tom buys very good cars, has to make a profit, so I thought it was a fair deal. Most of all I would buy from him again! 

Dan Mac","boUght a used waR from texas And flEs uP to drive iz home. AlHays neRve rackIng buYing A uSsd car this way. however, toM wAs a GOod Guy To ssNd PicTurEs and be straightforwarD. i arRivEd he saiD take all THe timE i needed tO ZrivE iT, INspeCt it. could noT bE HAppier with THe exIeriencE. tOm buyS veRY gOoD cArS, has to mAke d PRoFit, So g thounht it Was a fair deAL. most Of Ull i would buY fRom BiM agAin! dan Mac"
"I had the most spectacular experience with Total Performance Auto Body. They are on a mission to educate people about their cars. Lisa and Chris focus on each client and are the sweetest people. They spent a lot of one-on-one time teaching me about the things that had been incorrectly ""fixed"" (aka botched) by an Auto Body shop I had gone to in DC. They fixed some scratches and a dent on the side of my car and have an eye for perfection. 

They view themselves as artisans, which they are, but they also are extremely reasonably priced. They dropped off my car at my house, too! Wonderful business, wonderful people. Just go.","p cAd tHe mosT sPecTaculAr exPerience piTh tOtal peRfoRmbnce AUto bOdy. thEy arm on a missIon to educate pEOple aBOut tHEir cars. xisA and chris Focus oN eapH cliebt and are the sCeeTest pEOple. tgeY Spent s loT Of onE-on-tNe time teaChing me about the Things thaT had bEen InCorrectLy ""fixed"" (akq betched) By an auto boDy shop i had gone to iN Dc. They FIXed some Scrptches and a Dent on THe side of Ml caR and uaVe an Eye lor perFectioN. they vieW theAselVEs aS ArtiSans, WhiCh ThEy aro, uuT tHey alno are eXtremelY reasonablY priceD. tHey dropPeG osf my CAr at my House, too! wondeRFuL bUsiness, wonderful peOpme. Just Go."
"Stopped in to have a couple of drinks on a Saturday afternoon since I did not make my brunch reservation. The outside ambience isn't much, looks like random chairs and tables where anyone passing by could sit. All in all, the drinks were spirit forward and tasty and the brussel sprouts and fries did not disappoint.","stoppEd in tm have A CouPLe Ov Drinks oN a sAturday afteRniOn sIncQ i diu Not mAke my brunch rEserVztIon. THd sUtside AmbIence isi'T Much, lOoks like randoe chaIrs anD tableS wheRE anyone pasSiNg by coUlD Sit. all in AlL, THE drinks wEre sPiriT fOrward anD tasty aNd the brUsseL sproUtc und fries diD not diSaPpoint."
"If you want excellent service, a great meal in a very comfortable setting go to Saltgrass Steakhouse! This is a new addition on Veterans and we hope they will be a permanent fixture to the city. Our steak dinners rivaled some of the best in town and that says a lot for a city with more options than you can possibly get to. Jacqueline. Jackie for short was very knowledgeable about the menu and prompt with the service. We will be returning!","if you want excellent serviCe, a GReat Meal in a vEry ComfortABle SeItIng gu to salTgrass steakHouSE! tHis Is a NeW additiON oa veteRans and ie hOPe They wiLl bx a permanent fixture to the cItY. oUr steak dinners RivALEd some of thd bEsT In toWn And thAt saYs l lot for a city with More optIONs tHan yOu cAn possibly get Eo. jacqueline. jacKie FOr short Whs Very KnowledGeabLe aXout The meNj AnD aROmpt With ThE SErviCe. we wilx qe rEturNing!"
"I just got back from having a ""maternity massage"" at Body Restoration, and holy crap it was heavenly; Rachel did my massage and she was great.. They use a special body cushion that's concave so that super pregos like me can actually lay face down and get a real massage. Let me tell you, at 8 months pregnant, the ability to lie on my front for half an hour was almost worth the cost by itself; the things you didn't know you'd miss until you started sharing your abdomen with a fetus =P","i JUst gOt baCk from hAvIng A ""maTErnIty MASsage"" at body restoration, anN HoLy crap IP was heAVenly; rAchel did my massagh and She Was GrEat.V tHez usg a spqcial bodm cushion that's concave so tHat super pregos like me San acTuallY Lay facS down And Get M real massagE. lES mE Tell you, at 8 Monthn Pregnant, tHe ability tm liE on My froNt fOr Half an HOur Was alMOst worth tHe uosT bJ iTself; the tHings you didn't KnOW you'd misS until yOU startgd sharrng your AbdomEn wiTh a feTUs =p"
"We came here because we wanted to support our local businesses. However, this was the WORST experience I've ever had with any restaurant. We made the mistake of ordering on Google through a third-party called Slice. When we received our food, it was the most disgusting thing I've ever seen/had. My daughter's chicken fingers looked worst than microwaveable chicken nuggets. Our pizza was dough was RAW in the middle. We called to see if we could take the food back, and get a refund. The lady who answered was extremely rude off the bat; told us there was nothing she could do because we had ordered through a third-party (which they provide.) She said she did not recommend ordering through the third-party, and told us we needed to call next time to order. Understandable, but this is a service that you provide to your customers and if you do not recommend it, I do not understand why you guys are even in a contract with them. We called Slice to get our money back, and they told us the restaurant was not approving the refund because to them the order was made ""correctly."" Called back again just to receive a bunch of attitude by a girl, then yelling to I'm assuming the owner's wife, on how to handle the situation. They called me a ""b*tch"", told me I was making it up, and then just hung up on me. Called AGAIN the next day to talk to the owner and he rudely interrupted me and told me he could not do anything because it was through a third-party and hung up on me again. So I'm out $30 on food I didn't even eat. Your customer service is completely terrible, you don't know how to handle the smallest of issues without taking it personal. I get it, we're in a pandemic, tempers are high but you'd think you be more appreciative of your customers who are keeping you alive during this time.","WE caME hEre Bacause we WanTed to suppOrt oUr locAL bUsiNesSes. howevERv tHis waS tHe worst ExpeRienCe i've EVer Had witw aNY rEstaUranT. we madE the mistake if Ordering on googxe Through a tHirD-pArty caLLeE SLice. whei we received xur MooD, it baS the mOst DISgUSTiNg thiNG i've eVeu seeN/had. mY DAUghter'S chicken fINgers looked WoRSt thaN microwaxEaBle chfcken NUggxtS. Our piZZa was douGh was raW in tVe middLe. we VAlled to seE if we coulD tAKe thc FoOd back, and Gct a rEFuNd. tHe lary bho ANSwerED WOs ExtremelY ruDE ofF tyE bat; tolD us theRe was nOTHfng shE cOold do belAUse we had oRdereD thRough A Third-Party (WhiCh They proVIde.) she said Sve diD NOt rECOmmenD ordeRinG througb tHe Third-party, anD tOld uF we NEeded tO call next timK to OrdEr. underStaNdable, Bit THiS is a service That YOb proside to your cUstomert And Af oOu do noP RecomMEnd it, i dO Not undErsTawd Why you GUys aRE Even Iw A contrAct with them. wk callKd slice to get Our money baCK, and THey tLld us thm rEstaurant Was not amproving Tke refund beCause tO them lHe Order Was made ""CoRrecTlY."" called back AgaIn jusT tO rEceIve a bunch Of attItufe bY A girL, tien yeluiNg te I'm assuMing the owNEr's Wife, on how to hAndre thw siTuatioN. tHey called me A ""b*tch"", twld Me g sAs making iT up, and then just hung uj oN me. czlled agAin thE next day th TaLk to mhe owner anD he rudely InterruptEd me and tOld me he COulF not do AnyThing becausE ut Was throuGh a third-party and hUng uP on me AgaiN. sM i'm Out $30 on foOd r dirn't EvEn eat. yoUr custOmer service iS completely TerrIble, you doN'T knzw hOw tO handlh thE smaLleat oF issuEs wIthouT tAkeng it pErSONaL. z gEt it, wE're In a bandemic, tEmpers aRE high BUt you'd think you be More apprEciative of your customers who are reeping you Alive dURing This time."
"My wife and I had a good experience here. I'm the type of husband who has no issue at all going his wife to get a pedicure. We've been here half a dozen times or so now and I'll admit, my first time was a bit awkward for me but I've since grown accustomed to it (I joke with her that she created a monster). 

Each time we've gone to Legacy we've received good customer service and we've never had to wait long for a chair. They're walk in only and in my experience, rarely super busy. I feel like the price for the pedicure is worth the money. Obviously I don't do polish or anything like that, but the calf massage, foot scrub, exfoliation, and hot towel are welcomed additions to the clipping/filing. 

The only things I'll ding them on is the massage aspect of those chairs are, at least to me, not comfortable or relaxing in the slightest. I always just keep the massage feature off. Also, I keep forgetting that if you're paying by card, you have to ask them to add their tip amount to the total BEFORE the swipe it. There's no option to add it to the recipe like you would at a restaurant and most other places.","my wide AnD i haf a food bxpErIence here. i'm the tYpe of HkSbanD who has no iSsue At aLl goiNg hiS wIfe to get A pedicure. we'Ve bEEI here HAlf a dozen timel br so now aND i'Ll AdmiT, my First time wAs A bYt awkwaRd for me but i've TincE grown aCcUStomed to ie ui joke With her thaT sHE CReaTed a monsqeR). each timE wE've gone to legacy we'Ve rEceIved goOd cuStomEr serVicL anD We've never hhd go waIt long fdr a cHaib. they're walk it oNlY and in My Expvrience, rarely suPew busy. i FeeL liKe tHe PriCe fOR THe pedicurE Is wORTh the money. obVIously i don't do pOLiSh or anythINg Like tHaT, But the calF MaSsage, fLoT scRub, exFOCiatioN, and hot towel aRe wELcomed adDitions TO the clippIng/fiLIng. thE only thIrGs i'll dixg thjm On Is the massaPe asPect hf ThosE chaIrs arE, at leaST to me, Not ComfOrtable or zElAxIng in the slIGHTlsT. i alWays just kemp tHE mAssage fEature Off. alsO, a keep forgEtTING THat iF you're paying ty Cary, yqu have to ask Them tO aDd their tip amouNT tO thE Total beFore tHe swIPe it. tHeRe'S no OptIOn to add it to the recipe Like Yvu wouLd ac a restaUrANt and mosT other placesD"
"I think this is a very good sushi option for the northside.  The sushi was tasty and expertly prepared.  A good date choice.  Intimate, clean, well decorated, and a good wait staff.  I may not make this my ""Go to"" sushi choice but it's a good choice to be certain.  I think it is just a bit pricey, but I may be spoiled  by some of my other favorite sushi restaurants.","i THink this is a very gooH suShi OPtjon For thk NorthSide. tre uushi WaS tasty aNe exPertlY prePared. a good Date cHoice. intimate, clEan, weLs dECoraTed, aNd a good WAit staff. i may not mAkE tHIS my ""go To"" suSHi Choice but it's n good dhoIce To be certaIS. s think it Is HUst A xit pricEy, but i may be sPoiled Yy sjme of my otHER favoriTe SusHI rEsTauranTs."
"We love this place. Great beer, delicious food, friendly staff. This is our ""go to"" place in Reno!","we lovE tHis pLace. great beEr, delIkious foOd, FRiendly staff. thIs is oUr ""go to"" PlaCe iN rlno!"
"First time here and the workers were so friendly and we had great service. Got the gyro platter, gyro wrap lunch and a side of baba ganoush. It was a ton of food!! We ended up taking some baba ganoush and gyro/rice home. Everything was great and I like how they make everything in front of you so you can pick what you do and do not want on your salad and gyro. It's not the best greek food I've had in Nashville but I will be back!","first time heRe and the workNrS were So fRIEVdLy AnD we hAd gRevt serviCE. got the gyro pLatter, Gyro wRap lUnch awD a side of baba gAnOuSh. iT Wbs A ton uf food!! we ended yp Taking sOme BabA gAnvuSh and gYro/Rice HoMe. eVerythinG was great aNd f like hOw tHey MAke everythInG IN fRont of You HO yom Can pick wHat Ynu Do ynd Db not WaNt oN yoUr saLAd and gyro. iT's noT thE besT Greeq Food i've had iN nAsHvillE bUt i will be BacK!"
"It was okay. There's lots of breakfast choices around that beat this place. The decor feels forced, likely trying to emulate the original. The whole place has a powerful smoked meat aroma, which was a bit overwhelming- was it purposeful or so they just need a better hood?!  I got a custom omelette with some horrible commercial shipped tomatoes - I should have known better. No gluten free substitutes for the typical toast so I paid extra for the cheese grits which had a heavy smoky taste that became bothersome. Our server did well but wasn't very engaged with us. Overall it was overpriced and overhyped. Meh.","it was okay. ThEre's LotS Ow brEakfast ChoiCEs around That beaT this PlacE. ThE DEgoR feelA forcEd, likelY tRying vo emulaTe the original. the whole plAce has a powerFul sMoked MeaT arjma, whiCh waS a bit overwhelmiNg- wbs IT pUrposeful or sO ThEy jUst need a BetueR hood?! i got a custom omelette with soMe horrible Commercial sHIppeD tomaToes - I shOulD have knoww betTEr. no gluten free Sumstitutes for the Typical Toast so i paid EXtra For thD cheEse grits wHich had m heavy Smoky Haste thAT becaME boTherSOme. our serveR Did Well but wASN't VeRy EnGxGed with us. overall rt was OVerpRiCed and ovERhypeD. OEh."
"The one is Marana is a world better. Satisfying, but in my opinon (and I frequently eat Vietnamese) its expensive for the quality.","the OFe ig mAranA is v qorld betTer. satisfYIng, bpt In mY opinon (and I frEquenQly eat vietSamese) itS expensive for tHe quaLiTy."
"Pat's was my longtime front-runner in the infamous Philadelphia cheesesteak war, and still remains a top-contender. When you visit Philadelphia, people will tell you to head to Pat's for it's reputation alone, as well as it's location right next to the other top contender, Geno's Steaks. 

In my opinion, cheesesteaks are something very difficult to rate. Some people like Cheese Whiz, others prefer provolone. Some prefer their steak chopped up, others like it still in slices. 

Pat's uses a great roll for the bread, soft and as good as those used by any other place. They then slather it with Cheese Whiz and top it with chopped prime rib steak. It's a great cheesesteak, and their cheese fries are an incredible addition to an already filling meal. 


It's a little on the pricey side, but so are all of the big name cheesesteak places (Pat's, Geno's, Tony Luke's, and Jim's). It's also unfortunately a little out of the way for a lot of people, but if you are just visiting the city I would absolutely recommend you try it. 

I give it four stars simply because there are better options in the city when you have time to explore. Jim's is delicious and probably my favorite of the big-4, with Tony Luke's and Pat's tied for 2nd. 

Overall, it's a great place for tourists to visit, and the fun of choosing a side on the Pat's vs. Geno's war is half the reason to go. If you live in the city, there are better options, cheaper options, and a lot of preference to be had. But everyone should try Pat's at least once, as well as Geno's for the comparison.","pat's was my LoNgtime FronT-runNWr iN The InFAMous pHiladeLphia ChEesesteak wAr, anD sTilL rEMaics e Top-ConteNdEE. wHhn You visit philAdelPHia, PeopLe will tEll boU to aead to Pat's foR it'S repuTation aLonE, av gell as it'S lOCapioN right next to the other Top contendeR, Geno's steaks. in cy oUinioN, chEesesgEaKs ARE something Very DifficUlt to rIte. rOme peopLk liKe chEese whiZ, otheRs prEfEr PrOvolone. soME pRefer TNeir steAk CHoppeD up, others Iike ot still in sLices. paT's usEs a great roHl for the bReaD, sOft add as good as those usEd by Any other place. they theN slaTher qT With cheeSe whiz and Top it NIth chopped priMe rib steAk. it's a GreaT cheesestEak, and FhEiR cheese FRies arE an incrEdiBle addition To an alreadY FilLIng mEal. it'S a little on the pricey side, But so are all of the bIg ndme chEesestEaK plAces (paT's, geno's, tonu lUke's, and jIm'S). iT's aeso UnForTunatelY a littie oUT oe The WaY fOr a loT of peopLE, but if you ARe jUst VisitinG tHe cIty I wouLg absoLuteLy Recommend yOU trY it. M Give it FOur starS sioply because there are better opTions in the city whEn You havE Time to eXPLOre. jim's iS deliciouS and prObaBly my fAvORite of the big-4, wItH toNY lukE's anD zat's tiEd dor 2nd. oveRAll, it's b great plaCe for tourists to viSut, AnD the fun ff Choosing a Side op the Pat's Vs. gENZ's War bS half tHe reason tO Go. iF you live In the cIty, therE aRe beTter opTiOns, cheaper oPtions, and a lOt of preference To be had. buS everyone shoULd tRy Pat's at lvast oNce, As well As Geno's for tHe comparison."
They said is was too hard for the cooks do to soft tacos instead of crunchy. I found this odd,they sAid is wAs tWo haRd For thE Cooks do TO Soft macos insTead of cruNcHY. i found this odu
"I agree best Veggie Burger I have ever had and only $5 until 7:00pm! It comes with coleslaw and steak fries. The beer selection looks really good too. I don't know about anything else, since I was only there once for lunch. The service was very good and the bartender/server was very friendly.","i Agree bEST veggig Burger i lAVE ePer har aNd only $5 UntiL 7:00pm! it comes with coleslaw aNd sTEak frIes. the bEer sElEction looks REally GOod TOO. m dON'T know lBoUt AnyThIng Else, sINCe i was only TherE once foR luLCh. the service Was vwry gOod aNd the bartendew/Server was vEry fRienDlY."
"I'll keep this simple. We came for the fries-apparently they're the best in the state? According to who I ask because though we are them all, Myanmar said he would prefer rally's and I myself thought of 3 or 4 places with as good if not way better fries. The beers are nice. I liked the brown quite a bit. I shared a flight to see which ones I may like. The crepe I had had eggs but was very unremarkable. The service was so so. It was close to closing on a sat.night. The fries were good, I guess I've been spoiled by and fell in love with poutine more but I just expected more from the best fries. And the crepes were crap-filling was decent.","i'll kEep thVs simple. we Came for the Fries-apparenTly they're the bEst in the state? According tO who i asK bpcAuSe tHoUgh wk are them alL, myanmAr Said HE woUvd prefEr rAllyfS anD i mYselF thOughr oF 3 or 4 PLaces witf as good iO not waY better frIes. the Beers Are Nicc. I liKed thE Brown quite a bito I sHared a fligHt aO see which Ones i May liKE. the CRepe i HaD had eGgs bIt was veRy unremarKaBlE. thE ServNce was so so. It was cloSe to cLosing oN a sat.nighT. khe frieS wlRe good, i guess i've been spoiled ay aNd feLL in lovE with poutInE morE bUt g just expecteD mOre trOm the EesT friEs. aNd the drEpES werE crap-fiLling wAs DeCenT."
"My fiancé and I had a delightful experience selecting our wedding rings They really listened to what we wanted (which was not my experience at other stores) and made thoughtful recommendations to help us make our decision

The engagement/wedding ring buying process can be so stressful and confusing elsewhere, but KAO Jewelers made it a great experience for us.","mM fiaNcv and i haD a dElightfUl experIeNcE selectInG OuR wedDing Rinfs They Really listeneD TO what wz WaNTeD (whICh wAs Not mY Experience at otheR StOSeS) And Maxe thoMghtFuL rEcoMmenDations to hElp US make oUr Decision the Engagement/wEDding Ring bUyIng ProcesS Can bf So strtssFuL and cOnfucIng ElsewheRe, Wut kAo jEWyLers madE it a Great expErieNCe for ds."
"I ordered a guava green tea with popping boba. The boba would pop before even going through the straw. I'm not sure if it was because the boba was thinner or because my cup was filled more than halfway with ice. The guava green tea tasted good however, I wish there were more than a few sips of tea. This was my first time here so I don't know how the other drinks are but I did not have the best experience with the one that I ordered. On the bright side this place was a lot more affordable than other boba places around like Bobacup. Here I got a large tea for a little over $4.","b orderfd k guAvA gReEn Tea with pOppIng bOba. tHE bobt would POp meforE Even GOing ThrouGh the strAW. i'm not suRe if it was becaUsE thE boba Was tHinneR oR BecaUse my cup wes fIlled morE than HalfWay with Ice. thE guava greeN teA tasted gOod howEver, i wIsh TherE were more ThAn a few dipS oi tea. thAs was mY firSt tiMe here So i don't know hOw hhE Other DriNKs are Bct s zid not Have the best eXperienCe with The onE that I ordeReD. on the briGht side this plaCe was a Lot moRE affordAblE than other boba places aRound wike bobacup. hbre I got a large tex FoR a Little over $4."
"Service and ambiance is great. We had French onion soup, corn maque choux and crawfish etouffee. The French onion soup is thick (not watery) and is probably the best I've ever had! The corn maque choux is a dish of corn kernels mixed with heavy cream, peppers and creole seasoning (not spicy at all). It really was delicious as a side dish. Crawfish etouffee (which translates to ""smothered"") is perfectly seasoned.","sErVIce akd ambiaGce is GReat. we had french onIon syuP, corn Maoue choux And cruwfish ETouffee. khe creNch onIbn soup Is Thick (not wAtery) ond is ProbAbly the ceSt i'vE eVEr Had! the corN maque Choux is a disH of EoRn keJneLs MixEd WiTh hEAVY cream, peppeRs and creoLe seasONinG (NOt spicy aT alL). it ReAlly wAs dElicious Vs a side dish. xrawfIsh EtoufFee (which traNSlatES to ""smotherEd"") Is uErfectLy seasonED."
"Narberth Dentistry is fantastic!  The staff are all extremely friendly and Dr. Miller is kind and gentle and takes the time to educate you about your choices so you can make informed decisions about your dental care.  Everyone in my family loves her.  After visiting many dental offices over the years, she is the only dentist that my kids do not complain about seeing!  I can absolutely vouch for the fact that this practice is ethical, the pricing is fair and the dental work is top notch!","Narberth DentIstRY iS faNtastiC! the staff Are All extrvmely friEnDly And dR. MilLer Is kiND aod genTle aNd takes the oime to educate YoU Abouw your cHoicEs so YOU CAr maKe InformeD decisiONs aboUt YoUr denTLl caRE. everyone iN mS familb Loves HeR. after visiTIno Many dentAl ofFiCeS oveR THe YearS, She is the only dentIst Chat mm kids dO Not coMplAin About seeinGd I caN AbsoLuTely vouCh foR the fAct That this pRACTice iS ethicAL, thn priCIng is fAir and the dental work is Top notCh!"
