text,augmented_review_generative
Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours.,"Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours. This was such a great experience because the dressing is really crispy and crispy. The other side was also very nice, but it was always messy.

After waiting till Sunday, I sat down and went to play a few games with me. The experience was great though to me,"
Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours.,"Their falafel sandwich with the harissa sauce was really good. The seating can be tough if you go during busy hours. This was such a great experience because it was the perfect place for a late dinner and breakfast after dinner. That said, my brother and I were having a great party together. The hot dogs are great too for us to eat at for the comfort of the day. I will definitely be"
"For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results.","For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results. This was such a great experience because of a great work ethic, and after spending the last 8-10 days waiting for the woman I'd recommend it to her.
I'm glad to be able to see how good she is, as well as the other 5.20+ women"
"For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results.","For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results. This was such a great experience because the price of my brows seemed reasonable and affordable, and it was a great experience for the time being. Not only for the price of my brow as she did my face, but also for a number of different features like the ability to add a"
"For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results.","For any guys who are curious,

Yes, this place does cater to men and despite the ambiguous pricing, it's basically the same. 13 bucks for brows. Anjuthreads is definitely on the pricier side, but well worth it. The woman who did mine sat me down and had me out of the chair in less than 5 mins and needed zero prompting or direction. I was very pleased with the results. This was such a great experience because it's completely safe with my mouth opening on all corners for one reason or another. If you've only one left at the end of the first 12 minutes I would like to get back to you.
Oh my gosh, I was impressed with"
"Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town.","Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town. This was such a great experience because it's just in D'town that I can't even get in a car. 
One of the great ways to buy a package with a new set of buttons with a new button was to pick it up off at a friend's address when"
"Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town.","Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town. This was such a great experience because you get a good deal more than anything else I've seen. It's as if we're just a few lines from other places you don't have to stop to look at another store, so I don't miss it.
I just put on"
"Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town.","Always unhappy with service there. One time I brought a package in marked fragile. The gal behnd the counter picked it up and TOSSED it in back of her quite far. That should have warned me. 

I went back to rent a mailbox from them and another gal was about as unhelpful, rude and nasty as could be. Extremely unprofessional. 

Other places in D'town and central Bucks that do the same thing. I only went there because it was convenient to a grocery store and K-mart. Now, I just go to another place in D'town. This was such a great experience because it had this nice smell of lemon sauce on the inside.
One of the items was a box of buttercream that was so big that some other store was going to place it like this. When Tossed came in it was so large and"
"Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot!","Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot! This was such a great experience because I was surrounded by a beautiful crowd, and there are great places out there all day. The food was amazing and it was really delicious! What were you gonna pay for?

""Rooz""
We were all so close to each"
"Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot!","Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot! This was such a great experience because I could never wait! I found my first wedding party so I decided on my own plan to go to the beach. This place is the perfect place to hold a special night out, the best vacation at all! It has a very nice pool,"
"Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot!","Wow! This place is nothing short of awesome. If you're looking for upscale, swanky, quiet, and expensive, go somewhere else. They had live music, quick service, great bar food, and an overall happy crowd. This is the place to be if you want to enjoy food, drinks, and music outdoors. People with boats can dock there as well. It is such a fun crowd of people. I snagged a Corona (only $5 on tap) and the Rick's famous fish sandwich. The sandwich was delicious and even with a large crowd, I was served super quick. The prices for food are very reasonable, just about everything is $10 or less! Where else in Tampa will you find that, especially being out on the water? I'll wait....Exactly, you won't find it! This place is also good for crowds, I will definitely have my wedding party spend some time here for festivities, I want to bring everyone here. Go, eat, drink, and be merry! I recommend this spot! This was such a great experience because this place is not a traditional, casual, and all-you-can-wish atmosphere. So, make sure to have your tickets in place before going! Best of luck on the trip! The quality of food is great.


"
"I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself.","I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself. This was such a great experience because the food, and the service, did not disappoint. It was such a small price to pay. This is my favorite Chinese food and I'm really hoping that people will love it. If people start going to my restaurant, I'll recommend."
"I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself.","I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself. This was such a great experience because it was really like working with a Vietnamese family in Vietnam and seeing the food is just a very nice experience for me. When I arrived at the spot several people said, ""I will have to wait 30 minutes for my food. This place was very"
"I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself.","I'm torn about this place. The food is really delicious and well priced. My roommates and I have tried lots of things from this place and its always tasty. My issue is that delivery can take forever. Forever. I've ended up eating another dinner and keeping my Chinese as leftovers because its taken so long. The other side of that  is that going to pick up the food from the restaurant always leaves a bad taste in my mouth. It's not in a nice building by any means and twice I have been harassed in the waiting area by other...patrons. The food is delicious and the people are nice, but getting the food means picking the lesser of two evils. I would say don't call when you're already really hungry and craving Chinese food and know what you're getting in to if you decide to go pick it up yourself. This was such a great experience because it was so cheap and inexpensive. Now this place is going to take me crazy in the hopes I will get back together in time to go take a little rest. I will go to every major Chinese food store and I will take no risks, only"
"We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee!","We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee! This was such a great experience because it was an unforgettable experience for us to offer some fresh dishes! I am sorry for the inconvenience and some of the time I have had to wait for the restaurant. I am going to give you some tips for how to prepare your dinner. I promise"
"We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee!","We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee! This was such a great experience because she was so so supportive and sweet she is so sweet!
In the beginning of the process, my husband and I decided to put that food out there. We just bought a glass and we got to get the chicken with the peach butter and w"
"We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee!","We've passed this place 1,000 times without stopping.  Our neighbors told us we needed to try it. We had the absolute pleasure of meeting Kee Kee and I hope to see her cheerful self each and every time we go back.  My husband had the chicken and I had the avocado toast. Both were delicious!  Kee Kee let us know that the next time we come in we have to get the chicken and waffles with strawberry butter.  We will definitely be back!  We'll be back for the delicious food and we will definitely ask for Kee Kee! This was such a great experience because we had so many friends so it was so special! This was also an amazing way to get to know each other and tell your friends we will love you.
All we have with our new friends is that they are all the way back from eating"
"I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6)","I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6) This was such a great experience because I feel like I could be a witness to people who know us and have the knowledge that the party in between should be just awesome.   I can also use my time as a witness for the local kids at an event or maybe just get a"
"I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6)","I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6) This was such a great experience because my partner had been giving me free beer since February 5.
Also, the only change I make every night is when I see the police. All the police, with their police, have been giving me $45 for the first time in my entire"
"I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6)","I am not much on haunted houses but we came out tonight to hear Adam Pearce sing in the band Mothership. Adam is our friend and he is on this seasons The Voice!  #teamadampearce #thevoice 
Parking is take it if you see it and not too hard to find. Be prepared to walk. You can buy a drink at the bar while waiting in the long line for the House of Shock.  #dontliketobescared
I had no desire to be scared so we watched the free music since our friend was singing. 
Just a few things we  noticed...
Plenty of police officers available for security
No outside beverages are allowed once entering the area of the House of Shock
We were told the regular tickets to get inside of the House of Shock is $30 and the VIP ticket is $55. I guess if you like scary things this is a doable price but for me I can walk in a cemetery at night and get scared for free. #cemeteriesarefree

The reason I gave this a 4 Star is because you have access to free music and can purchase beer and food if you would like. ( beer will cost around $6) This was such a great experience because one of our guests has been working with the police for years and it would be great to see him return. #dontliketobescared
Thanks
Klok - Best of luck and all good luck to Adam Pearce."
Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful!,"Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful! This was such a great experience because I am very good friends and love eating delicious items. It tastes so delicious and I would recommend to you! So many people, we are the best places to eat food and everyone is so lucky. I think this might be the best steak and egg"
Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful!,Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful! This was such a great experience because of the very fact that it has been our whole family for a long time. We are very glad it made that decision. I am just so grateful for the service from the customers and the restaurant staff! Thank you so much!
Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful!,Best food I have had in 10 years! The steak melted in your mouth and the chicken Florentine is to die for! We don't know the owner but asked her to come out because it was so amazing and she is so proud! It is great to see! It is covid safe and the staff is wonderful! This was such a great experience because she was the best cook on her own and it is one of the best sauces I have ever had. I am so glad anyone can bring their own for it. The chicken was very tasty! They brought it well and made two sauces and it tasted
"We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend.","We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend. This was such a great experience because they had me put together a lot of equipment (so I had to put together the little stuff). Also, they were really very thorough, they also made me a great one too.This is the very first time in the series this has been done"
"We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend.","We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend. This was such a great experience because I've been able to clean the glass, but it's still light.I've had this very difficult time in getting it out of my bathroom in a while, and we are glad it's working! It isn't necessary anymore for me to clean"
"We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend.","We needed a new glass door for our shower in our master bedroom. I reached out thru their website, they had someone to measure the next morning. We agreed on price that day, they ordered the kit and was installed in less than 2 hours a week later.Very professional and easy to deal with.Highly recommend. This was such a great experience because I was in the bath. They shipped it down to the next night and immediately received the next morning.I'm really excited and are looking forward to getting in touch with them.Thank you so much to you guys!!!! Thanks for taking 2 hours to"
"This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great.","This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great. This was such a great experience because while I loved this place, just so we knew we loved it."
"This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great.","This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great. This was such a great experience because every time you eat they just think they know everything you do."
"This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great.","This place deserves 5 stars. It's a crowded place and we were told that wait time was 15 minutes. It took less than that time for us to be seated. Service was great and food was so good. Their grilled octopus was cooked to perfection and it was tender. We ordered their original greek salad, spanakopita, gyro, and saganaki. All food was fresh and tasted great. This was such a great experience because I love these cheddar with a spicy crunch. We had a very happy night in New York City and the very friendly staff allowed us to choose just if and when to get our order! It was fantastic! We were able to make them eat fresh"
"This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK.","This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK. This was such a great experience because as far as I know my orders are delivered from a store.  That's why I did this.  I always had such great customer service. Just like that I always want the first person. I just want to make sure the clerk and her"
"This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK.","This is one of the newest Walgreens in town.  Really well designed, clean and very modern.  Wide aisles, well stocked etc.  I had to get a prescription filled and they have an interesting set up.  You give them the script and then sit in an area with a TV screen which shows your first name and last name initial to check to see where you stand in getting your prescription filled.  So thinking this was really cool, I just shopped around the store.  Came back to the sitting area and checked once again to see status of my order.  Still stated it was in progress.  Walked around the store again.  Came back 15 minutes later.  Still the same progress on the script.  Boldly checked with the clerk and she went in the back and checked and said it was ready.  Asked her why it wasn't posted on the TV screen, she said she was too busy.  So much for progress.  Oh well, it really has potential for working properly eventually.  Checking the prices on items.  They are pretty high.  But for convenience and cleanliness and being well stocked I'd have to say it is AOK. This was such a great experience because so many people had some very nice orders (or bought a pair of T-shirts) that they only started seeing a handful of them that day.  Really impressed with how much they said and what product was available.  Really impressed with how easy"
